Code;Nom;DCI;Marque;Categorie;Rayon;Prix Vente;Prix Achat;Rx;Quantite;Date de preremption;Emplacement
656209;COTON HYGIENIQUE PERFECT;;COTON HYGIENIQUE PERFECT;PARAPHARMA;PARAPHARMA;10000;38500;Non;0;2028-07-01;rayon
657022;COTON NANA NORNAL;;COTON NANA NORNAL;PARAPHARMA;PARAPHARMA;15000;8500;Non;0;2030-03-01;rayon
8081024;COTON TIGE;;COTON TIGE;PARAPHARMA;PARAPHARMA;25000;0;Non;1;2030-12-01;rayon
3011015;CREME D'EPILATOIRE VEET;;CREME D'EPILATOIRE VEET;PARAPHARMA;PARAPHARMA;40000;28000;Non;7;2027-06-01;rayon
9193939;CREME EPILATOIRE BIO SILK;;CREME EPILATOIRE BIO SILK;PARAPHARMA;PARAPHARMA;40000;25500;Non;0;2029-04-01;rayon
CRES004;CREST PATE 3D WHITE 135ML;;CREST PATE 3D WHITE 135ML;PARAPHARMA;PARAPHARMA;60000;0;Non;0;2020-05-01;rayon
501763;CREST PATE FRESH MINT 80G;;CREST PATE FRESH MINT 80G;PARAPHARMA;PARAPHARMA;40000;0;Non;0;2021-06-01;rayon
cuill00001;CUILLERE CHICO LOT DE 2;;CUILLERE CHICO LOT DE 2;PARAPHARMA;PARAPHARMA;30000;20500;Non;4;2035-12-01;rayon
ISAN001;CUILLERE KALAS;;CUILLERE KALAS;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2045-01-01;rayon
CUILL00002;CUILLERE MOME EASY LOT DE 2;;CUILLERE MOME EASY LOT DE 2;PARAPHARMA;PARAPHARMA;40000;28500;Non;3;2035-12-01;rayon
cuill00011;CUILLERE NISUTA LOT DE 2;;CUILLERE NISUTA LOT DE 2;PARAPHARMA;PARAPHARMA;40000;28500;Non;2;2035-12-01;rayon
7198;CUILLERE USEI + AGAIN;;CUILLERE USEI + AGAIN;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2042-12-01;rayon
NIVE005;DAILYS LINGETTE INTIMES;;DAILYS LINGETTE INTIMES;PARAPHARMA;PARAPHARMA;40000;0;Non;0;2028-07-01;rayon
8200210;DEFRISANT JUST FOR ME;;DEFRISANT JUST FOR ME;PARAPHARMA;PARAPHARMA;60000;0;Non;0;2020-01-01;rayon
8524701;DEFRISANT OLIVE OIL GMA;;DEFRISANT OLIVE OIL GMA;PARAPHARMA;PARAPHARMA;90000;0;Non;0;2020-01-01;rayon
8551401;DEFRISANT OLIVE OIL GME;;DEFRISANT OLIVE OIL GME;PARAPHARMA;PARAPHARMA;90000;0;Non;0;2020-01-01;rayon
8554100;DEFRISANT OLIVE PMA;;DEFRISANT OLIVE PMA;PARAPHARMA;PARAPHARMA;60000;0;Non;0;2020-01-01;rayon
11676;DEGREE STICK;;DEGREE STICK;PARAPHARMA;PARAPHARMA;45000;0;Non;0;2020-01-01;rayon
DL0002;DELICAL;;DELICAL;PARAPHARMA;PARAPHARMA;40000;28500;Non;65;2027-04-01;rayon
DENT021;DENTAMYL JUNIOR;;DENTAMYL JUNIOR;PARAPHARMA;PARAPHARMA;30000;0;Non;0;2041-11-01;rayon
PRES002;DENTIFRICE COLGATE HERBAL;;DENTIFRICE COLGATE HERBAL;PARAPHARMA;PARAPHARMA;15000;16600;Non;0;2027-01-01;rayon
115140;DENTIFRICE COLGATE TOTAL 170ML;;DENTIFRICE COLGATE TOTAL 170ML;PARAPHARMA;PARAPHARMA;50000;0;Non;10;2030-12-01;rayon
PRES014;DENTIFRICE DENTALUX JUNIOR;;DENTIFRICE DENTALUX JUNIOR;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2027-01-01;rayon
DEN0048;DENTIFRICE DENTILEX;;DENTIFRICE DENTILEX;PARAPHARMA;PARAPHARMA;35000;0;Non;30;2030-01-01;rayon
8107705;DENTIFRICE FRESH 2 IN 1;;DENTIFRICE FRESH 2 IN 1;PARAPHARMA;PARAPHARMA;30000;0;Non;0;2027-01-01;rayon
285511;DENTIFRICE ORAL B;;DENTIFRICE ORAL B;PARAPHARMA;PARAPHARMA;50000;0;Non;14;2027-01-01;rayon
97872;DENTIFRICE SENSODYNE SOIN COMPLET;;DENTIFRICE SENSODYNE SOIN COMPLET;PARAPHARMA;PARAPHARMA;60000;60000;Non;2;2030-12-01;rayon
PATE004;DENTIFRICE SIGNAL 3 A 6ANS;;DENTIFRICE SIGNAL 3 A 6ANS;PARAPHARMA;PARAPHARMA;25000;35000;Non;0;2027-01-01;rayon
PRES006;DENTIFRICE SIGNAL DOSEUR;;DENTIFRICE SIGNAL DOSEUR;PARAPHARMA;PARAPHARMA;50000;0;Non;19;2027-01-01;rayon
SIG5548;DENTIFRICE SIGNAL KIDS 0-6ANS;;DENTIFRICE SIGNAL KIDS 0-6ANS;PARAPHARMA;PARAPHARMA;30000;0;Non;29;2030-01-01;rayon
2076;DENTRICE DENTAMYL 7-13;;DENTRICE DENTAMYL 7-13;PARAPHARMA;PARAPHARMA;30000;17000;Non;0;2029-10-01;rayon
SAVO012;DENTRIFICE COLGATE MAX FRESH BLEU;;DENTRIFICE COLGATE MAX FRESH BLEU;PARAPHARMA;PARAPHARMA;20000;0;Non;2;2030-04-01;rayon
SILC001;DENTRIFICE COLGATE MAX FRESH ROUGE;;DENTRIFICE COLGATE MAX FRESH ROUGE;PARAPHARMA;PARAPHARMA;20000;0;Non;18;2030-02-01;rayon
MIXA007;DENTRIFICE COLGATE TOTAL 75ML ADVANCED;;DENTRIFICE COLGATE TOTAL 75ML ADVANCED;PARAPHARMA;PARAPHARMA;25000;25000;Non;6;2027-03-01;rayon
MIXA004;DENTRIFICE COLGATE TOTAL CHARCOAL;;DENTRIFICE COLGATE TOTAL CHARCOAL;PARAPHARMA;PARAPHARMA;25000;0;Non;3;2030-03-01;rayon
9291895;DENTRIFICE GUMFORTE;;DENTRIFICE GUMFORTE;PARAPHARMA;PARAPHARMA;30000;15000;Non;4;2027-08-01;rayon
PARO007;DENTRIFICE PARODONTAX;;DENTRIFICE PARODONTAX;PARAPHARMA;PARAPHARMA;60000;35500;Non;1;2027-01-01;rayon
SNON008;DENTRIFICE SENSODYNE REPARE ET PROTEGE;;DENTRIFICE SENSODYNE REPARE ET PROTEGE;PARAPHARMA;PARAPHARMA;65000;13000;Non;0;2026-08-01;rayon
22036;DENTRIFICE TERAXYL;;DENTRIFICE TERAXYL;PARAPHARMA;PARAPHARMA;30000;0;Non;0;2027-01-01;rayon
SENS002;DENTRIFRICE COLGATE MAX FRESH VERT;;DENTRIFRICE COLGATE MAX FRESH VERT;PARAPHARMA;PARAPHARMA;20000;42191;Non;8;2028-10-01;rayon
8108000;DENTRIFRICE WHITE 2 IN 1;;DENTRIFRICE WHITE 2 IN 1;PARAPHARMA;PARAPHARMA;30000;0;Non;1;2028-01-01;rayon
4000317;DEO 33%;;DEO 33%;PARAPHARMA;PARAPHARMA;40000;0;Non;5;2028-01-01;rayon
1260155;DEO ADIDAS;;DEO ADIDAS;PARAPHARMA;PARAPHARMA;40000;0;Non;0;2030-01-01;rayon
DEOA005;DEO ADIDAS 48HR;;DEO ADIDAS 48HR;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2023-03-01;rayon
DEOA008;DEO ADIDAS ICE DIVE;;DEO ADIDAS ICE DIVE;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2023-03-01;rayon
DEOA006;DEO ADIDAS PURE GAME;;DEO ADIDAS PURE GAME;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2023-03-01;rayon
4004858;DEO ALTA;;DEO ALTA;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2020-01-01;rayon
7693686;DEO AMALFI;;DEO AMALFI;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2020-01-01;rayon
DEOA004;DEO AXE;;DEO AXE;PARAPHARMA;PARAPHARMA;40000;0;Non;33;2030-03-01;rayon
DEOA002;DEO AXE DARK;;DEO AXE DARK;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2023-03-01;rayon
7140558;DEO BONJOUR;;DEO BONJOUR;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2020-01-01;rayon
21404;DEO BRUT;;DEO BRUT;PARAPHARMA;PARAPHARMA;35000;0;Non;30;2028-01-01;rayon
deo01;DEO CIEN;;DEO CIEN;PARAPHARMA;PARAPHARMA;50000;35000;Non;19;2030-12-01;rayon
DCF0001;DEO CONFETTI;;DEO CONFETTI;PARAPHARMA;PARAPHARMA;30000;21200;Non;26;2030-09-01;rayon
6008907;DEO DIABLE BLEU;;DEO DIABLE BLEU;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2020-01-01;rayon
DEO0001;DEO DIAMANT NOIR;;DEO DIAMANT NOIR;PARAPHARMA;PARAPHARMA;35000;25000;Non;1;2028-12-01;rayon
DEOD001;DEO DOVE;;DEO DOVE;PARAPHARMA;PARAPHARMA;35000;0;Non;22;2028-04-01;rayon
680751;DEO EVOLUDERM;;DEO EVOLUDERM;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2020-01-01;rayon
190596;DEO FA SPLASH;;DEO FA SPLASH;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2025-01-01;rayon
1700515;DEO FAIR & WHITE;;DEO FAIR & WHITE;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2020-01-01;rayon
DEOF001;DEO FANTASIA;;DEO FANTASIA;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2023-04-01;rayon
4010125;DEO FREEDOM;;DEO FREEDOM;PARAPHARMA;PARAPHARMA;20000;0;Non;0;2020-01-01;rayon
JEAN001;DEO JEAN NATE;;DEO JEAN NATE;PARAPHARMA;PARAPHARMA;90000;0;Non;0;2020-01-01;rayon
DEO00012;DEO LILAS;;DEO LILAS;PARAPHARMA;PARAPHARMA;35000;25000;Non;7;2030-11-01;rayon
7616;DEO LOREAL;;DEO LOREAL;PARAPHARMA;PARAPHARMA;40000;0;Non;26;2030-01-01;rayon
DEOL001;DEO LOTUS;;DEO LOTUS;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2023-04-01;rayon
5221570;DEO LUXONA;;DEO LUXONA;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2020-01-01;rayon
MADE001;DEO MADEMAISELLE;;DEO MADEMAISELLE;PARAPHARMA;PARAPHARMA;40000;0;Non;1;2027-10-01;rayon
11959;DEO MANAVA;;DEO MANAVA;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2020-01-01;rayon
DEOM001;DEO MAX;;DEO MAX;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2023-04-01;rayon
949985;DEO MELIADE;;DEO MELIADE;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2020-01-01;rayon
DEOM002;DEO MIXA;;DEO MIXA;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2023-04-01;rayon
1215401;DEO MOANA;;DEO MOANA;PARAPHARMA;PARAPHARMA;40000;0;Non;4;2032-01-01;rayon
12555044;DEO MON AMOUR;;DEO MON AMOUR;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2020-01-01;rayon
3381411;DEO NARTA;;DEO NARTA;PARAPHARMA;PARAPHARMA;45000;32000;Non;72;2030-01-01;rayon
DEON001;DEO NIVEA;;DEO NIVEA;PARAPHARMA;PARAPHARMA;40000;28500;Non;56;2027-08-01;rayon
NOVA0001;DEO NOVA;;DEO NOVA;PARAPHARMA;PARAPHARMA;40000;28500;Non;1;2030-03-01;rayon
498240;DEO OE;;DEO OE;PARAPHARMA;PARAPHARMA;30000;0;Non;0;2020-01-01;rayon
3454191;DEO PARIS EN FLEURS;;DEO PARIS EN FLEURS;PARAPHARMA;PARAPHARMA;40000;0;Non;4;2028-01-01;rayon
REXO001;DEO REXONA;;DEO REXONA;PARAPHARMA;PARAPHARMA;40000;0;Non;55;2029-10-01;rayon
drigg00001;DEO RIGGS;;DEO RIGGS;PARAPHARMA;PARAPHARMA;35000;25000;Non;19;2030-06-01;rayon
1020949;DEO SEXY;;DEO SEXY;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2020-01-01;rayon
4006210;DEO SHIRLEY MAY;;DEO SHIRLEY MAY;PARAPHARMA;PARAPHARMA;20000;0;Non;0;2020-01-01;rayon
2908447;DEO SOUPLESSE;;DEO SOUPLESSE;PARAPHARMA;PARAPHARMA;30000;0;Non;0;2020-01-01;rayon
37077;DEO TAHITI;;DEO TAHITI;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2020-01-01;rayon
159899;DEO USHUAIA;;DEO USHUAIA;PARAPHARMA;PARAPHARMA;40000;28500;Non;18;2031-05-01;rayon
deo00002;DEO YARA;;DEO YARA;PARAPHARMA;PARAPHARMA;30000;21200;Non;6;2030-05-01;rayon
7950855;DEOMAISON;;DEOMAISON;PARAPHARMA;PARAPHARMA;25000;1000;Non;0;2025-05-01;rayon
7402422;DEOMAISON  ARIXACA 750ML;;DEOMAISON  ARIXACA 750ML;PARAPHARMA;PARAPHARMA;14000;1000;Non;0;2013-05-30;rayon
STET004;DERMAX BEBE;;DERMAX BEBE;PARAPHARMA;PARAPHARMA;20000;0;Non;1;2030-01-01;rayon
TASS001;DERMAX SIMPLE;;DERMAX SIMPLE;PARAPHARMA;PARAPHARMA;20000;14000;Non;19;2031-01-01;rayon
SUNY001;DERMAX TAMPON;;DERMAX TAMPON;PARAPHARMA;PARAPHARMA;20000;0;Non;0;2028-01-01;rayon
6310303;DETTOL GEL DOUCHE 125ML;;DETTOL GEL DOUCHE 125ML;PARAPHARMA;PARAPHARMA;15000;15000;Non;0;2028-02-01;rayon
6109110;DETTOL GEL DOUCHE GM 550ML;;DETTOL GEL DOUCHE GM 550ML;PARAPHARMA;PARAPHARMA;50000;35500;Non;5;2028-11-01;rayon
465;DETTOL GEL DOUCHE PM 250ML;;DETTOL GEL DOUCHE PM 250ML;PARAPHARMA;PARAPHARMA;40000;22500;Non;1;2028-12-01;rayon
P211;DETTOL LIQUIDE 1L;;DETTOL LIQUIDE 1L;PARAPHARMA;PARAPHARMA;90000;12000;Non;2;2027-12-01;rayon
6353003;DETTOL SHAMPOOING;;DETTOL SHAMPOOING;PARAPHARMA;PARAPHARMA;50000;35500;Non;0;2028-03-01;rayon
2183117;DETTOL SOLUTION 550ML;;DETTOL SOLUTION 550ML;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2027-01-01;rayon
1138954;DIMPLES HAIR REMOVER;;DIMPLES HAIR REMOVER;PARAPHARMA;PARAPHARMA;30000;0;Non;0;2020-01-01;rayon
231151;DIVA GAME COMPLET;;DIVA GAME COMPLET;PARAPHARMA;PARAPHARMA;110000;0;Non;0;2020-12-01;rayon
DODI001;DODIE 300ML  TASSE;;DODIE 300ML  TASSE;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2023-02-01;rayon
644;DOSEUR DE LAIT;;DOSEUR DE LAIT;PARAPHARMA;PARAPHARMA;50000;35500;Non;1;2030-12-01;rayon
dos0000001;DOSEUR DE LAIT DRICA;;DOSEUR DE LAIT DRICA;PARAPHARMA;PARAPHARMA;70000;50000;Non;6;2030-12-01;rayon
DOVE005;DOVE BABY LOVE;;DOVE BABY LOVE;PARAPHARMA;PARAPHARMA;50000;20000;Non;0;2028-04-01;rayon
1112425;DOVE GEL DOUCHE;;DOVE GEL DOUCHE;PARAPHARMA;PARAPHARMA;65000;0;Non;0;2023-01-01;rayon
DOVE004;DOVE GO FRESH;;DOVE GO FRESH;PARAPHARMA;PARAPHARMA;40000;0;Non;0;2023-10-01;rayon
8441194;DOVE SHAMPOOING;;DOVE SHAMPOOING;PARAPHARMA;PARAPHARMA;40000;0;Non;0;2020-01-01;rayon
2700004;DR MIRACLES TEMPLE;;DR MIRACLES TEMPLE;PARAPHARMA;PARAPHARMA;75000;0;Non;0;2020-01-01;rayon
880015;EAU DE JAVEL LA CROIX;;EAU DE JAVEL LA CROIX;PARAPHARMA;PARAPHARMA;11500;1000;Non;0;2013-05-30;rayon
7688518;EAU PRECIEUSE;;EAU PRECIEUSE;PARAPHARMA;PARAPHARMA;43000;0;Non;0;2020-01-01;rayon
4101109;EDEB BABY LOTION;;EDEB BABY LOTION;PARAPHARMA;PARAPHARMA;60000;0;Non;0;2020-01-01;rayon
6174812;EGOUTTOIR BIBERON;;EGOUTTOIR BIBERON;PARAPHARMA;PARAPHARMA;70000;0;Non;1;2045-12-01;rayon
EMPI001;EMPIRE 50;;EMPIRE 50;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2023-03-01;rayon
SARC001;EPONGE BB;;EPONGE BB;PARAPHARMA;PARAPHARMA;5000;1000;Non;0;2030-10-01;rayon
8522812;EQUATE BABY OIL CREME;;EQUATE BABY OIL CREME;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2030-01-01;rayon
ERA0001;ERATO DEODORANT;;ERATO DEODORANT;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2020-08-01;rayon
19793;ESSENTIALS STICK;;ESSENTIALS STICK;PARAPHARMA;PARAPHARMA;45000;0;Non;0;2020-01-01;rayon
680362;EVOLUDERM LAIT;;EVOLUDERM LAIT;PARAPHARMA;PARAPHARMA;70000;0;Non;0;2020-12-01;rayon
681406;EVOLUDERM LOTION DOUCEUR;;EVOLUDERM LOTION DOUCEUR;PARAPHARMA;PARAPHARMA;26000;1000;Non;0;2014-03-09;rayon
EXTR001;EXTRA 2 RASOIR BIC;;EXTRA 2 RASOIR BIC;PARAPHARMA;PARAPHARMA;50000;0;Non;7;2030-03-01;rayon
FAAL001;FA ALOE VERA;;FA ALOE VERA;PARAPHARMA;PARAPHARMA;40000;0;Non;0;2023-03-01;rayon
FACR002;FA CREME DE DOUCHE;;FA CREME DE DOUCHE;PARAPHARMA;PARAPHARMA;40000;0;Non;0;2020-01-01;rayon
FACH002;FA GEL DE DOUCHE;;FA GEL DE DOUCHE;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2023-01-01;rayon
FAMEN001;FA MEN;;FA MEN;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2020-10-01;rayon
FASA001;FA SAVON;;FA SAVON;PARAPHARMA;PARAPHARMA;15000;0;Non;0;2021-10-01;rayon
FAYO004;FA YAGHURT;;FA YAGHURT;PARAPHARMA;PARAPHARMA;40000;0;Non;0;2023-03-01;rayon
3645384;FAIR & WHITE CREME;;FAIR & WHITE CREME;PARAPHARMA;PARAPHARMA;45000;0;Non;0;2020-01-01;rayon
1700075;FAIR & WHITE EXCLUSIVE;;FAIR & WHITE EXCLUSIVE;PARAPHARMA;PARAPHARMA;36000;0;Non;0;2020-12-31;rayon
1700033;FAIR & WHITE GEL CRÉME;;FAIR & WHITE GEL CRÉME;PARAPHARMA;PARAPHARMA;65000;0;Non;0;2020-12-31;rayon
3645322;FAIR & WHITE GEL CREME FL DE 30ML;;FAIR & WHITE GEL CREME FL DE 30ML;PARAPHARMA;PARAPHARMA;55000;0;Non;0;2020-12-31;rayon
4301890;FAIR & WHITE LAIT ECLAIRISSANT;;FAIR & WHITE LAIT ECLAIRISSANT;PARAPHARMA;PARAPHARMA;130000;0;Non;0;2012-02-17;rayon
1700076;FAIR & WHITE LINGETTE BACTÉRIENNES;;FAIR & WHITE LINGETTE BACTÉRIENNES;PARAPHARMA;PARAPHARMA;36000;0;Non;0;2020-12-31;rayon
8080164;FAIR & WHITE LOTION PURIFIANTE;;FAIR & WHITE LOTION PURIFIANTE;PARAPHARMA;PARAPHARMA;55000;0;Non;0;2020-12-31;rayon
1700528;FAIR & WHITE SAVON AHA-2 CLARIFIANT;;FAIR & WHITE SAVON AHA-2 CLARIFIANT;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2020-12-31;rayon
8080362;FAIR & WHITE SAVON ALOE VERA;;FAIR & WHITE SAVON ALOE VERA;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2020-12-31;rayon
1700021;FAIR & WHITE SAVON EXCLUSIVE WHITENIZER;;FAIR & WHITE SAVON EXCLUSIVE WHITENIZER;PARAPHARMA;PARAPHARMA;48000;0;Non;0;2020-12-31;rayon
3645339;FAIR & WHITE SAVON GOMMANT;;FAIR & WHITE SAVON GOMMANT;PARAPHARMA;PARAPHARMA;45000;0;Non;0;2020-12-31;rayon
1700035;FAIR & WHITE SERUM EXCLUSIVE WHITENIZER;;FAIR & WHITE SERUM EXCLUSIVE WHITENIZER;PARAPHARMA;PARAPHARMA;85000;0;Non;0;2020-12-31;rayon
3645483;FAIR &WHITE LAIT AHA-2;;FAIR &WHITE LAIT AHA-2;PARAPHARMA;PARAPHARMA;75000;0;Non;0;2020-02-01;rayon
3645476;FAIR &WHITE LAIT BODY;;FAIR &WHITE LAIT BODY;PARAPHARMA;PARAPHARMA;75000;0;Non;0;2020-02-01;rayon
1700063;FAIR ET WHITE DEO;;FAIR ET WHITE DEO;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2012-05-30;rayon
8998457;FAKTZ FOR MEN;;FAKTZ FOR MEN;PARAPHARMA;PARAPHARMA;205000;0;Non;0;2020-01-01;rayon
9500424;FIERTE 1804 LAIT;;FIERTE 1804 LAIT;PARAPHARMA;PARAPHARMA;75000;0;Non;0;2020-01-01;rayon
6000866;FIXODENT;;FIXODENT;PARAPHARMA;PARAPHARMA;105000;0;Non;0;2020-01-01;rayon
4861310;FLUOCARIL BAIN DE BOUCHE 300 ML;;FLUOCARIL BAIN DE BOUCHE 300 ML;PARAPHARMA;PARAPHARMA;60000;41590;Non;0;2026-10-01;rayon
4860139;FLUOCARIL BLANCHEUR T/145MG;;FLUOCARIL BLANCHEUR T/145MG;PARAPHARMA;PARAPHARMA;50000;24975;Non;0;2027-06-01;rayon
3500861;FLUOCARIL PATE ENFANT 2-5 ANS;;FLUOCARIL PATE ENFANT 2-5 ANS;PARAPHARMA;PARAPHARMA;35000;22500;Non;0;2025-01-01;rayon
FLUO002;FLUOCARIL PATE ENFANT 6-12 ANS;;FLUOCARIL PATE ENFANT 6-12 ANS;PARAPHARMA;PARAPHARMA;40000;27500;Non;0;2025-12-01;rayon
4860054;FLUOCARIL SPRAY;;FLUOCARIL SPRAY;PARAPHARMA;PARAPHARMA;83850;1000;Non;0;2012-02-01;rayon
FORTI22541;FORTILAC;;FORTILAC;PARAPHARMA;PARAPHARMA;40000;0;Non;12;2028-04-01;rayon
9000204;FOUCAUD LAIT;;FOUCAUD LAIT;PARAPHARMA;PARAPHARMA;60000;0;Non;0;2020-01-01;rayon
FRN000001;FRANCE LAIT BLE MIEL;;FRANCE LAIT BLE MIEL;PARAPHARMA;PARAPHARMA;38000;27000;Non;0;2027-01-01;rayon
franc0001;FRANCE LAIT RIZ FRUITS;;FRANCE LAIT RIZ FRUITS;PARAPHARMA;PARAPHARMA;38000;27000;Non;0;2027-02-01;rayon
FRAN0001;FRANCE LAIT RIZ MIEL;;FRANCE LAIT RIZ MIEL;PARAPHARMA;PARAPHARMA;38000;27000;Non;0;2027-02-01;rayon
FREE002;FREEDENT SHEWGUM;;FREEDENT SHEWGUM;PARAPHARMA;PARAPHARMA;10000;0;Non;0;2019-08-01;rayon
FR0052;FREESENS CREME MAIN;;FREESENS CREME MAIN;PARAPHARMA;PARAPHARMA;60000;0;Non;6;2030-01-01;rayon
FREE458;FREESENS CREME MAIN+LIPS;;FREESENS CREME MAIN+LIPS;PARAPHARMA;PARAPHARMA;100000;0;Non;6;2030-01-01;rayon
gall00002;GALLIA CALISMA RELAIS N°2;;GALLIA CALISMA RELAIS N°2;PARAPHARMA;PARAPHARMA;300000;200000;Non;9;2027-05-01;rayon
gall000001;GALLIA CALLISMA RELAIS N°1;;GALLIA CALLISMA RELAIS N°1;PARAPHARMA;PARAPHARMA;300000;200000;Non;9;2027-01-01;rayon
GALL10000;GALLIA GALLIAGEST N°2;;GALLIA GALLIAGEST N°2;PARAPHARMA;PARAPHARMA;300000;214000;Non;4;2027-01-01;rayon
GALL0004;GALLIA GALLIAGEST N°3;;GALLIA GALLIAGEST N°3;PARAPHARMA;PARAPHARMA;200000;140000;Non;1;2027-01-01;rayon
9350486;GARNIEA AHA + BHA SERUM;;GARNIEA AHA + BHA SERUM;PARAPHARMA;PARAPHARMA;130000;20000;Non;0;2030-01-01;rayon
GARN001;GARNIER INTENSIVE LAIT;;GARNIER INTENSIVE LAIT;PARAPHARMA;PARAPHARMA;40000;0;Non;0;2020-10-01;rayon
6300019;GEL DOUCHE PETIT MARSEILLE;;GEL DOUCHE PETIT MARSEILLE;PARAPHARMA;PARAPHARMA;70000;40000;Non;0;2025-08-01;rayon
GELH004;GEL HYDRO-ALCOOLIQUE;;GEL HYDRO-ALCOOLIQUE;PARAPHARMA;PARAPHARMA;20000;0;Non;0;2027-09-01;rayon
GENS014;GENSKIN ECLAT LAIT;;GENSKIN ECLAT LAIT;PARAPHARMA;PARAPHARMA;67000;45500;Non;0;2024-09-01;rayon
961202;GILLETTE MOUSSE A RASER;;GILLETTE MOUSSE A RASER;PARAPHARMA;PARAPHARMA;80000;0;Non;1;2028-02-01;rayon
9778;GILLETTE POWER;;GILLETTE POWER;PARAPHARMA;PARAPHARMA;30000;0;Non;0;2020-01-01;rayon
GENS008;GILLETTE RASOIR;;GILLETTE RASOIR;PARAPHARMA;PARAPHARMA;25000;0;Non;5;2040-03-01;rayon
8322015;GLUCODR BANDELLETTE;;GLUCODR BANDELLETTE;PARAPHARMA;PARAPHARMA;140000;0;Non;0;2020-01-01;rayon
8322008;GLUCODR GLUCOMETRE;;GLUCODR GLUCOMETRE;PARAPHARMA;PARAPHARMA;603000;0;Non;0;2020-01-01;rayon
1330285;GLUCODR LANCET;;GLUCODR LANCET;PARAPHARMA;PARAPHARMA;130000;0;Non;0;2020-01-01;rayon
1700006;GOMMAGE SO WHITE;;GOMMAGE SO WHITE;PARAPHARMA;PARAPHARMA;80000;0;Non;0;2020-01-01;rayon
3012076;GOUDRE;;GOUDRE;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2045-12-01;rayon
6397;GOUPILLON BROSSE BB CONFORT;;GOUPILLON BROSSE BB CONFORT;PARAPHARMA;PARAPHARMA;25000;1000;Non;0;2014-01-01;rayon
grde00004;GOURDE LES PETITS INDIENS;;GOURDE LES PETITS INDIENS;PARAPHARMA;PARAPHARMA;50000;35500;Non;3;2030-12-01;rayon
grde00001;GOURDE MINTREE;;GOURDE MINTREE;PARAPHARMA;PARAPHARMA;40000;28500;Non;1;2030-12-01;rayon
GRD0002;GOURDE N°25;;GOURDE N°25;PARAPHARMA;PARAPHARMA;30000;21000;Non;3;2030-12-01;rayon
7693990;GOURDES ALVARE;;GOURDES ALVARE;PARAPHARMA;PARAPHARMA;40000;0;Non;0;2045-09-01;rayon
7691699;GOURDES PLANET CARE;;GOURDES PLANET CARE;PARAPHARMA;PARAPHARMA;70000;0;Non;3;2045-12-01;rayon
THET003;GREEN TEA LONGRICH;;GREEN TEA LONGRICH;PARAPHARMA;PARAPHARMA;100000;85000;Non;0;2024-03-01;rayon
GUIZ0001;GUIGOZ N04 OPTIPRO;;GUIGOZ N04 OPTIPRO;PARAPHARMA;PARAPHARMA;200000;128000;Non;9;2027-08-01;rayon
GUIZ0002;GUIGOZ NO1 OPTIPRO;;GUIGOZ NO1 OPTIPRO;PARAPHARMA;PARAPHARMA;250000;178500;Non;14;2027-08-01;rayon
90387;GUIGOZ OPTIPRO N02;;GUIGOZ OPTIPRO N02;PARAPHARMA;PARAPHARMA;250000;128500;Non;0;2027-05-01;rayon
5960011;GUMFORTE BAIN DE BOUCHE;;GUMFORTE BAIN DE BOUCHE;PARAPHARMA;PARAPHARMA;68000;0;Non;0;2026-12-01;rayon
8546815;HAIR FOOD POMMADE;;HAIR FOOD POMMADE;PARAPHARMA;PARAPHARMA;65000;0;Non;0;2012-09-01;rayon
