Code;Nom;DCI;Marque;Categorie;Rayon;Prix Vente;Prix Achat;Rx;Quantite;Date de preremption;Emplacement
NIDO00002;NIDO IMPORTE 900G;;NIDO IMPORTE 900G;PARAPHARMA;PARAPHARMA;180000;125000;Non;3;2027-11-01;rayon
4101383;NIUMA SKIN LOTION;;NIUMA SKIN LOTION;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2020-01-01;rayon
16607;NIVEA CREME;;NIVEA CREME;PARAPHARMA;PARAPHARMA;15000;0;Non;0;2030-11-01;rayon
8846207;NIVEA CRÈME EXPRESS;;NIVEA CRÈME EXPRESS;PARAPHARMA;PARAPHARMA;40000;0;Non;0;2020-12-01;rayon
8189397;NIVEA GEL DOUCHE;;NIVEA GEL DOUCHE;PARAPHARMA;PARAPHARMA;55000;0;Non;0;2023-12-01;rayon
8246434;NIVEA LAIT;;NIVEA LAIT;PARAPHARMA;PARAPHARMA;40000;0;Non;0;2023-01-01;rayon
NIVE001;NIVEA SENSATION;;NIVEA SENSATION;PARAPHARMA;PARAPHARMA;40000;0;Non;0;2023-10-01;rayon
NUHA0002;NUHANCIAM GEL DOUCHE DOUCEUR;;NUHANCIAM GEL DOUCHE DOUCEUR;PARAPHARMA;PARAPHARMA;160000;114000;Non;5;2030-12-01;rayon
NUHA00001;NUHANCIAM LAIT CORPS ECLAIRCISSANT TACHES;;NUHANCIAM LAIT CORPS ECLAIRCISSANT TACHES;PARAPHARMA;PARAPHARMA;300000;214000;Non;5;2030-12-01;rayon
NURS001;NURSY CREME;;NURSY CREME;PARAPHARMA;PARAPHARMA;80000;0;Non;0;2024-11-01;rayon
NURS002;NURSY GEL;;NURSY GEL;PARAPHARMA;PARAPHARMA;40000;0;Non;0;2024-11-01;rayon
99147;OLAY BODY SAVON;;OLAY BODY SAVON;PARAPHARMA;PARAPHARMA;20000;0;Non;0;2020-12-31;rayon
9931474;OLAY GEL DOUCHE;;OLAY GEL DOUCHE;PARAPHARMA;PARAPHARMA;70000;0;Non;0;2020-12-31;rayon
28182;OLD SPICE PURE SPORT;;OLD SPICE PURE SPORT;PARAPHARMA;PARAPHARMA;45000;0;Non;0;2020-04-01;rayon
OEDE005;OMBIA CIEN;;OMBIA CIEN;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2030-10-01;rayon
OMBI001;OMBIA GEL;;OMBIA GEL;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2030-10-01;rayon
OMEG004;OMEGA 3 GELLU;;OMEGA 3 GELLU;PARAPHARMA;PARAPHARMA;1000;0;Non;0;2024-12-01;rayon
1000930;ONE MAN SHOW;;ONE MAN SHOW;PARAPHARMA;PARAPHARMA;180000;0;Non;0;2020-01-01;rayon
8556719;ORGANICS SHEA BUTTER;;ORGANICS SHEA BUTTER;PARAPHARMA;PARAPHARMA;65000;0;Non;0;2020-01-01;rayon
8523406;ORGANICS SMOOTHING SERUM;;ORGANICS SMOOTHING SERUM;PARAPHARMA;PARAPHARMA;65000;0;Non;0;2020-01-01;rayon
9472744;PALMOLIVE SHAMPOOING;;PALMOLIVE SHAMPOOING;PARAPHARMA;PARAPHARMA;40000;0;Non;0;2020-08-01;rayon
COTO003;PAMPER MOTS D'ENFANT DOUCEURS N5;;PAMPER MOTS D'ENFANT DOUCEURS N5;PARAPHARMA;PARAPHARMA;200000;0;Non;0;2030-06-01;rayon
pamp00002;PAMPERS ADULT SLEEPY;;PAMPERS ADULT SLEEPY;PARAPHARMA;PARAPHARMA;80000;57000;Non;4;2030-12-01;rayon
PAMP0001;PAMPERS ADULTE AIWINA L;;PAMPERS ADULTE AIWINA L;PARAPHARMA;PARAPHARMA;85000;60000;Non;10;2030-12-01;rayon
PAMP0003;PAMPERS ADULTE AIWINA PANT L;;PAMPERS ADULTE AIWINA PANT L;PARAPHARMA;PARAPHARMA;100000;71000;Non;10;2030-12-01;rayon
PAMP0004;PAMPERS ADULTE AIWINA PANT XL;;PAMPERS ADULTE AIWINA PANT XL;PARAPHARMA;PARAPHARMA;100000;71000;Non;7;2030-12-01;rayon
PAMP0002;PAMPERS ADULTE AIWINA XL;;PAMPERS ADULTE AIWINA XL;PARAPHARMA;PARAPHARMA;85000;60000;Non;10;2030-12-01;rayon
PAMP0006;PAMPERS AWIBI N°2;;PAMPERS AWIBI N°2;PARAPHARMA;PARAPHARMA;85000;60000;Non;3;2030-12-01;rayon
PAMP0007;PAMPERS AWIBI N°3;;PAMPERS AWIBI N°3;PARAPHARMA;PARAPHARMA;85000;60000;Non;3;2030-12-01;rayon
awib01;PAMPERS AWIBI N°5;;PAMPERS AWIBI N°5;PARAPHARMA;PARAPHARMA;85000;60000;Non;4;2028-12-01;rayon
awi0000001;PAMPERS AWIBI N°6;;PAMPERS AWIBI N°6;PARAPHARMA;PARAPHARMA;85000;60000;Non;5;2028-12-01;rayon
pamp0005;PAMPERS AWIBI N4;;PAMPERS AWIBI N4;PARAPHARMA;PARAPHARMA;85000;60000;Non;12;2028-12-01;rayon
PAMP00013;PAMPERS AWIBI PANT N°3;;PAMPERS AWIBI PANT N°3;PARAPHARMA;PARAPHARMA;85000;60000;Non;2;2030-12-01;rayon
awib00002;PAMPERS AWIBI PANT N°4;;PAMPERS AWIBI PANT N°4;PARAPHARMA;PARAPHARMA;85000;57000;Non;0;2035-12-01;rayon
PAMP00012;PAMPERS AWIBI PANT N°5;;PAMPERS AWIBI PANT N°5;PARAPHARMA;PARAPHARMA;85000;71000;Non;0;2030-12-01;rayon
9414118;PAMPERS BABY DRY N°6;;PAMPERS BABY DRY N°6;PARAPHARMA;PARAPHARMA;450000;38500;Non;3;2030-01-01;rayon
4777124;PAMPERS BABY DRY N03 P/186;;PAMPERS BABY DRY N03 P/186;PARAPHARMA;PARAPHARMA;450000;38500;Non;0;2030-01-01;rayon
9541655;PAMPERS BABY DRY PANTS N°4;;PAMPERS BABY DRY PANTS N°4;PARAPHARMA;PARAPHARMA;200000;0;Non;1;2030-05-01;rayon
9600023;PAMPERS BABY DRY PANTS N°5;;PAMPERS BABY DRY PANTS N°5;PARAPHARMA;PARAPHARMA;200000;38500;Non;1;2030-01-01;rayon
3482137;PAMPERS BABY DRY PANTS N04 P/41;;PAMPERS BABY DRY PANTS N04 P/41;PARAPHARMA;PARAPHARMA;450000;7500;Non;4;2038-01-01;rayon
DRY001;PAMPERS DRYNITES;;PAMPERS DRYNITES;PARAPHARMA;PARAPHARMA;150000;100000;Non;10;2027-03-13;rayon
348213A;PAMPERS LOT D'ENFANT N06;;PAMPERS LOT D'ENFANT N06;PARAPHARMA;PARAPHARMA;220000;0;Non;0;2030-01-01;rayon
COTO006;PAMPERS MOT D'ENFANT DOUCEURS N4;;PAMPERS MOT D'ENFANT DOUCEURS N4;PARAPHARMA;PARAPHARMA;200000;0;Non;0;2030-06-01;rayon
9414668;PAMPERS MOTS D'ENFNT CONFORT N6;;PAMPERS MOTS D'ENFNT CONFORT N6;PARAPHARMA;PARAPHARMA;200000;42500;Non;0;2030-01-01;rayon
222200;PAMPERS MOTS D'ENFNT DOUCEURS N3;;PAMPERS MOTS D'ENFNT DOUCEURS N3;PARAPHARMA;PARAPHARMA;200000;50000;Non;0;2030-05-01;rayon
COTO005;PAMPERS MOTS D'ENFNT ULTRA CONFORT N5;;PAMPERS MOTS D'ENFNT ULTRA CONFORT N5;PARAPHARMA;PARAPHARMA;230000;0;Non;3;2030-06-01;rayon
8051058;PAMPERS SIRIUS N4;;PAMPERS SIRIUS N4;PARAPHARMA;PARAPHARMA;75000;17405;Non;2;2028-05-01;rayon
PPM00001;PAPERS MINTS;;PAPERS MINTS;PARAPHARMA;PARAPHARMA;25000;17500;Non;52;2030-12-01;rayon
PARO009;PARODONTAX BAIN DE BOUCHE;;PARODONTAX BAIN DE BOUCHE;PARAPHARMA;PARAPHARMA;91000;45000;Non;0;2021-12-01;rayon
1478343;PAROGENCYL PATE DENT;;PAROGENCYL PATE DENT;PARAPHARMA;PARAPHARMA;45150;30493;Non;0;2013-07-03;rayon
PARO005;PAROX SOLUTION  BB 100ML;;PAROX SOLUTION  BB 100ML;PARAPHARMA;PARAPHARMA;20000;0;Non;0;2019-11-01;rayon
PARO006;PAROX SOLUTION  BB 300ML;;PAROX SOLUTION  BB 300ML;PARAPHARMA;PARAPHARMA;40000;0;Non;0;2019-10-01;rayon
P0012;PATE COLGATE CHARBON;;PATE COLGATE CHARBON;PARAPHARMA;PARAPHARMA;25000;14000;Non;0;2027-07-16;rayon
PATE007;PATE COLGATE TOTAL;;PATE COLGATE TOTAL;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2028-11-01;rayon
p0015;PATE COLGATE TRIPLE ACTION;;PATE COLGATE TRIPLE ACTION;PARAPHARMA;PARAPHARMA;20000;12000;Non;12;2027-03-04;rayon
PATE002;PATE DENTALUX COMPLEX 3;;PATE DENTALUX COMPLEX 3;PARAPHARMA;PARAPHARMA;20000;0;Non;0;2025-04-01;rayon
PATE008;PATE DENTALUX COMPLEX 5;;PATE DENTALUX COMPLEX 5;PARAPHARMA;PARAPHARMA;25000;0;Non;0;2026-03-01;rayon
PATE009;PATE DENTALUX COMPLEX 7;;PATE DENTALUX COMPLEX 7;PARAPHARMA;PARAPHARMA;30000;0;Non;0;2022-12-01;rayon
DENT005;PATE DENTALUX ENFANT;;PATE DENTALUX ENFANT;PARAPHARMA;PARAPHARMA;20000;15000;Non;0;2025-11-01;rayon
LON1254;PATE LONGRICH GRAND;;PATE LONGRICH GRAND;PARAPHARMA;PARAPHARMA;60000;18000;Non;0;2027-12-01;rayon
PA524;PATE SIGNAL ENFANT;;PATE SIGNAL ENFANT;PARAPHARMA;PARAPHARMA;30000;10000;Non;0;2027-12-01;rayon
PA0452;PATE SIGNAL POMPE;;PATE SIGNAL POMPE;PARAPHARMA;PARAPHARMA;40000;15000;Non;0;2027-12-01;rayon
PAT00001;PATTE COLGATE ENFANT 0 A 2ANS;;PATTE COLGATE ENFANT 0 A 2ANS;PARAPHARMA;PARAPHARMA;15000;10500;Non;9;2027-12-01;rayon
PATT0002;PATTE COLGATE ENFANT 2-5 ANS;;PATTE COLGATE ENFANT 2-5 ANS;PARAPHARMA;PARAPHARMA;15000;10500;Non;0;2027-12-01;rayon
MDNN0001;PATTE MEDIANN GRAND;;PATTE MEDIANN GRAND;PARAPHARMA;PARAPHARMA;20000;14000;Non;3;2027-11-01;rayon
PROC002;PATTE MEDIANN PETIT;;PATTE MEDIANN PETIT;PARAPHARMA;PARAPHARMA;15000;0;Non;4;2040-01-01;rayon
P478;PEPPER MINT SPRAY;;PEPPER MINT SPRAY;PARAPHARMA;PARAPHARMA;25000;16000;Non;23;2027-12-01;rayon
PTT00001;PETIT BISCUIT NESTLE;;PETIT BISCUIT NESTLE;PARAPHARMA;PARAPHARMA;60000;42500;Non;0;2026-12-01;rayon
6200374;PHARMAPUR SAVON CLASSIQUE;;PHARMAPUR SAVON CLASSIQUE;PARAPHARMA;PARAPHARMA;12000;0;Non;0;2020-08-01;rayon
PHYS02;PHYSIOLAC BIO AR N°1 800G;;PHYSIOLAC BIO AR N°1 800G;PARAPHARMA;PARAPHARMA;360000;257000;Non;0;2026-11-01;rayon
PHYSIO1000;PHYSIOLAC BIO CACAO;;PHYSIOLAC BIO CACAO;PARAPHARMA;PARAPHARMA;65000;46200;Non;0;2027-04-01;rayon
PHYSIOLA01;PHYSIOLAC BIO N°1 800G;;PHYSIOLAC BIO N°1 800G;PARAPHARMA;PARAPHARMA;280000;200000;Non;7;2029-03-01;rayon
PHYSIOLA2;PHYSIOLAC BIO N°2 800G;;PHYSIOLAC BIO N°2 800G;PARAPHARMA;PARAPHARMA;280000;200000;Non;5;2029-03-01;rayon
PHYS01;PHYSIOLAC BIO N°3 800G;;PHYSIOLAC BIO N°3 800G;PARAPHARMA;PARAPHARMA;280000;200000;Non;13;2029-03-01;rayon
PHYS03;PHYSIOLAC DIARRHEES;;PHYSIOLAC DIARRHEES;PARAPHARMA;PARAPHARMA;175000;125000;Non;0;2028-07-01;rayon
PHYS0003;PHYSIOLAC N°2 800G;;PHYSIOLAC N°2 800G;PARAPHARMA;PARAPHARMA;200000;140000;Non;7;2029-01-01;rayon
PHYS00002;PHYSIOLAC N°3 400G;;PHYSIOLAC N°3 400G;PARAPHARMA;PARAPHARMA;100000;64000;Non;25;2029-01-01;rayon
PHYSIOLAC1;PHYSIOLAC N°3 800G;;PHYSIOLAC N°3 800G;PARAPHARMA;PARAPHARMA;200000;140000;Non;13;2028-07-01;rayon
PIOR001;PIOREX BAIN DE BOUCHE 012%;;PIOREX BAIN DE BOUCHE 012%;PARAPHARMA;PARAPHARMA;20000;0;Non;0;2023-03-01;rayon
POM P00001;POM POTES LOT DE 12;;POM POTES LOT DE 12;PARAPHARMA;PARAPHARMA;120000;32000;Non;0;2027-01-01;rayon
7102284;POM POTES LOT DE 16;;POM POTES LOT DE 16;PARAPHARMA;PARAPHARMA;130000;92500;Non;0;2026-08-01;rayon
ONET004;POT DE CONSERVATION DBD;;POT DE CONSERVATION DBD;PARAPHARMA;PARAPHARMA;50000;0;Non;2;2028-10-01;rayon
PR4587;PR FRANCOIS BEDON BAUME PURIFIANT;;PR FRANCOIS BEDON BAUME PURIFIANT;PARAPHARMA;PARAPHARMA;500000;0;Non;2;2030-01-01;rayon
PR007;PR FRANCOIS BEDON BAUME PURIFIANT CAROTTE;;PR FRANCOIS BEDON BAUME PURIFIANT CAROTTE;PARAPHARMA;PARAPHARMA;500000;0;Non;2;2030-01-01;rayon
PR10045;PR FRANCOIS BEDON BAUME PURIFIANT REPARATEUR;;PR FRANCOIS BEDON BAUME PURIFIANT REPARATEUR;PARAPHARMA;PARAPHARMA;700000;0;Non;3;2030-01-01;rayon
PR04595;PR FRANCOIS BEDON BOOSTER CAROTTE;;PR FRANCOIS BEDON BOOSTER CAROTTE;PARAPHARMA;PARAPHARMA;800000;0;Non;2;2030-01-01;rayon
4802719;PR FRANCOIS BEDON CREME CAROTTE;;PR FRANCOIS BEDON CREME CAROTTE;PARAPHARMA;PARAPHARMA;280000;1000;Non;3;2041-02-01;rayon
PR7410;PR FRANCOIS BEDON CREME REPARATEUR;;PR FRANCOIS BEDON CREME REPARATEUR;PARAPHARMA;PARAPHARMA;500000;0;Non;1;2030-01-01;rayon
PR000458;PR FRANCOIS BEDON CREME ROYAL;;PR FRANCOIS BEDON CREME ROYAL;PARAPHARMA;PARAPHARMA;480000;0;Non;3;2030-01-01;rayon
PR0005;PR FRANCOIS BEDON LAIT CAROTTE;;PR FRANCOIS BEDON LAIT CAROTTE;PARAPHARMA;PARAPHARMA;460000;0;Non;4;2030-01-01;rayon
PR00254;PR FRANCOIS BEDON LAIT CAVIAR;;PR FRANCOIS BEDON LAIT CAVIAR;PARAPHARMA;PARAPHARMA;600000;0;Non;3;2030-01-01;rayon
PR0054;PR FRANCOIS BEDON LAIT HOMME;;PR FRANCOIS BEDON LAIT HOMME;PARAPHARMA;PARAPHARMA;460000;0;Non;3;2030-01-01;rayon
PR4780;PR FRANCOIS BEDON LAIT REPARATEUR;;PR FRANCOIS BEDON LAIT REPARATEUR;PARAPHARMA;PARAPHARMA;800000;0;Non;4;2030-01-01;rayon
PR00452;PR FRANCOIS BEDON LAIT ROYAL;;PR FRANCOIS BEDON LAIT ROYAL;PARAPHARMA;PARAPHARMA;700000;0;Non;4;2030-01-01;rayon
PR005;PR FRANCOIS BEDON SAVON CAROTTE;;PR FRANCOIS BEDON SAVON CAROTTE;PARAPHARMA;PARAPHARMA;180000;0;Non;3;2030-01-01;rayon
PR45969;PR FRANCOIS BEDON SAVON CAVIAR;;PR FRANCOIS BEDON SAVON CAVIAR;PARAPHARMA;PARAPHARMA;200000;0;Non;3;2030-01-01;rayon
PR0045;PR FRANCOIS BEDON SAVON HOMME;;PR FRANCOIS BEDON SAVON HOMME;PARAPHARMA;PARAPHARMA;180000;0;Non;3;2030-01-01;rayon
PR4470;PR FRANCOIS BEDON SAVON REPARATEUR;;PR FRANCOIS BEDON SAVON REPARATEUR;PARAPHARMA;PARAPHARMA;450000;0;Non;3;2030-01-01;rayon
31214;PR FRANCOIS BEDON SAVON ROYAL;;PR FRANCOIS BEDON SAVON ROYAL;PARAPHARMA;PARAPHARMA;400000;0;Non;3;2030-01-01;rayon
PR006;PR FRANCOIS BEDON SERUM CAROTTE;;PR FRANCOIS BEDON SERUM CAROTTE;PARAPHARMA;PARAPHARMA;210000;0;Non;3;2030-01-01;rayon
PR778963;PR FRANCOIS BEDON SERUM REPARATEUR;;PR FRANCOIS BEDON SERUM REPARATEUR;PARAPHARMA;PARAPHARMA;500000;0;Non;3;2030-01-01;rayon
301464;PR FRANCOIS BEDON SERUM ROYAL;;PR FRANCOIS BEDON SERUM ROYAL;PARAPHARMA;PARAPHARMA;450000;5625;Non;3;2042-05-01;rayon
PRES005;PRESERVATIF CONDOM;;PRESERVATIF CONDOM;PARAPHARMA;PARAPHARMA;5000;0;Non;0;2022-09-01;rayon
PRESV005;PRESERVATIF INNOTEX RETARDENT;;PRESERVATIF INNOTEX RETARDENT;PARAPHARMA;PARAPHARMA;16000;0;Non;0;2020-12-01;rayon
6405691;PRESERVATIF KISS GOLD B/3;;PRESERVATIF KISS GOLD B/3;PARAPHARMA;PARAPHARMA;20000;0;Non;0;2025-02-01;rayon
1612605;PRESERVATIF MANIX ENDURANCE B/12;;PRESERVATIF MANIX ENDURANCE B/12;PARAPHARMA;PARAPHARMA;73050;49358;Non;0;2013-10-01;rayon
4007410;PRESERVATIF PRESA B/3;;PRESERVATIF PRESA B/3;PARAPHARMA;PARAPHARMA;10000;3571;Non;0;2025-08-01;rayon
660035;PRESERVATIF SOFTIE B/3;;PRESERVATIF SOFTIE B/3;PARAPHARMA;PARAPHARMA;18000;0;Non;0;2025-05-01;rayon
1059;PRESEVATIF INNOTEX B/3;;PRESEVATIF INNOTEX B/3;PARAPHARMA;PARAPHARMA;15000;5816;Non;0;2016-04-01;rayon
prof000000;PROFESSIOAL - CARE;;PROFESSIOAL - CARE;PARAPHARMA;PARAPHARMA;30000;20500;Non;1;2030-12-01;rayon
RAZO001;PURSSENTIEL;;PURSSENTIEL;PARAPHARMA;PARAPHARMA;50000;0;Non;3;2042-06-01;rayon
90396;QEI + LAIT ORIENTAL;;QEI + LAIT ORIENTAL;PARAPHARMA;PARAPHARMA;300000;49000;Non;0;2030-09-01;rayon
7900013;QEI + SAVON ACTIVE HARMONIE;;QEI + SAVON ACTIVE HARMONIE;PARAPHARMA;PARAPHARMA;150000;0;Non;2;2040-11-01;rayon
89857;QEI + SAVON OR;;QEI + SAVON OR;PARAPHARMA;PARAPHARMA;160000;23400;Non;1;2030-09-01;rayon
7900099;QEI + SAVON PRIVILEGE;;QEI + SAVON PRIVILEGE;PARAPHARMA;PARAPHARMA;150000;0;Non;2;2041-01-01;rayon
9555412;QEI + SAVON REPARATEUR;;QEI + SAVON REPARATEUR;PARAPHARMA;PARAPHARMA;150000;0;Non;0;2030-01-01;rayon
DOU003;QEI + SERM PREVELEGE;;QEI + SERM PREVELEGE;PARAPHARMA;PARAPHARMA;150000;1000;Non;2;2030-02-01;rayon
6009288;QEI + SERUM EXTREME;;QEI + SERUM EXTREME;PARAPHARMA;PARAPHARMA;150000;0;Non;2;2040-01-01;rayon
8000162;QEI + SERUM OR;;QEI + SERUM OR;PARAPHARMA;PARAPHARMA;150000;0;Non;2;2041-01-01;rayon
222187;QEI + SERUM REPARATEUR;;QEI + SERUM REPARATEUR;PARAPHARMA;PARAPHARMA;150000;50000;Non;2;2030-05-01;rayon
Q145;QMIX LAIT A LA BUSSEROLE;;QMIX LAIT A LA BUSSEROLE;PARAPHARMA;PARAPHARMA;300000;0;Non;5;2030-01-01;rayon
Q484;QMIX LAIT ALOE VERA ET CAROTTE;;QMIX LAIT ALOE VERA ET CAROTTE;PARAPHARMA;PARAPHARMA;370000;0;Non;6;2030-01-01;rayon
Q1225;QMIX LAIT CAROTTE ET PAPAYE;;QMIX LAIT CAROTTE ET PAPAYE;PARAPHARMA;PARAPHARMA;300000;0;Non;6;2030-01-01;rayon
Q585;QMIX LAIT NIACINAMIDE ET HERBE DE TIGRE;;QMIX LAIT NIACINAMIDE ET HERBE DE TIGRE;PARAPHARMA;PARAPHARMA;370000;0;Non;5;2030-01-01;rayon
Q96540;QMIX SAVON CAROTTE ET PAPAYE;;QMIX SAVON CAROTTE ET PAPAYE;PARAPHARMA;PARAPHARMA;150000;0;Non;6;2030-01-01;rayon
Q7896;QMIX SAVON NOYAUX D'ABRICOT;;QMIX SAVON NOYAUX D'ABRICOT;PARAPHARMA;PARAPHARMA;150000;0;Non;5;2030-01-01;rayon
4331995;RAPID CLAIR GEL CREME;;RAPID CLAIR GEL CREME;PARAPHARMA;PARAPHARMA;20000;0;Non;0;2020-01-01;rayon
597043;RASOIR BLADE;;RASOIR BLADE;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2040-11-01;rayon
1021409;RECHARGE MACH 3;;RECHARGE MACH 3;PARAPHARMA;PARAPHARMA;100000;60000;Non;0;2025-01-01;rayon
90666;RECOTTE BIO CAROTTE;;RECOTTE BIO CAROTTE;PARAPHARMA;PARAPHARMA;30000;0;Non;0;2026-05-01;rayon
9051514;RECOTTE BIO HARICOT VERT;;RECOTTE BIO HARICOT VERT;PARAPHARMA;PARAPHARMA;30000;0;Non;0;2026-12-01;rayon
90455;RECRE OLE 12 GOURDES;;RECRE OLE 12 GOURDES;PARAPHARMA;PARAPHARMA;120000;25073;Non;1;2026-11-01;rayon
FRAN006;RECRE OLE 20 GOURDES;;RECRE OLE 20 GOURDES;PARAPHARMA;PARAPHARMA;190000;0;Non;0;2026-04-01;rayon
REFL001;REFLEX PATE;;REFLEX PATE;PARAPHARMA;PARAPHARMA;15000;0;Non;0;2021-10-01;rayon
REXO002;REXONA ADVENTURE MAN;;REXONA ADVENTURE MAN;PARAPHARMA;PARAPHARMA;40000;0;Non;0;2020-10-01;rayon
rid00001;RIDIELAC LAIT  ET BLE;;RIDIELAC LAIT  ET BLE;PARAPHARMA;PARAPHARMA;35000;25000;Non;0;2027-07-01;rayon
ROG0001;ROGE CAVAILLES GEL BAIN DOUCHE;;ROGE CAVAILLES GEL BAIN DOUCHE;PARAPHARMA;PARAPHARMA;90000;64000;Non;5;2030-12-01;rayon
170625;ROXANA;;ROXANA;PARAPHARMA;PARAPHARMA;35000;25000;Non;0;2030-01-01;rayon
sachet0022;SACHET DE CONSERVATION MOME EASY;;SACHET DE CONSERVATION MOME EASY;PARAPHARMA;PARAPHARMA;100000;71000;Non;6;2035-12-01;rayon
4360032;SANTA DOUCHE;;SANTA DOUCHE;PARAPHARMA;PARAPHARMA;30000;5000;Non;0;2026-06-01;rayon
SAVO014;SAVON ACNEREX;;SAVON ACNEREX;PARAPHARMA;PARAPHARMA;49000;0;Non;0;2028-02-01;rayon
50003;SAVON BRILA;;SAVON BRILA;PARAPHARMA;PARAPHARMA;15000;0;Non;0;2024-01-01;rayon
50019;SAVON BRILA MIEL;;SAVON BRILA MIEL;PARAPHARMA;PARAPHARMA;13000;0;Non;0;2020-01-01;rayon
6602075;SAVON CIEN;;SAVON CIEN;PARAPHARMA;PARAPHARMA;20000;0;Non;0;2030-08-01;rayon
9590055;SAVON CLEOPATRA;;SAVON CLEOPATRA;PARAPHARMA;PARAPHARMA;10000;0;Non;0;2025-06-01;rayon
24000;SAVON DETTOL;;SAVON DETTOL;PARAPHARMA;PARAPHARMA;35000;25000;Non;5;2030-04-01;rayon
DIAL001;SAVON DIADERMINE;;SAVON DIADERMINE;PARAPHARMA;PARAPHARMA;30000;15000;Non;0;2025-01-01;rayon
DOVE001;SAVON DOVE;;SAVON DOVE;PARAPHARMA;PARAPHARMA;15000;0;Non;0;2024-06-01;rayon
43708;SAVON DUDU-OSUN 150G;;SAVON DUDU-OSUN 150G;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2025-06-01;rayon
SAVO002;SAVON FAIRSOL;;SAVON FAIRSOL;PARAPHARMA;PARAPHARMA;49000;0;Non;0;2026-08-01;rayon
277510;SAVON IRISH SPRING;;SAVON IRISH SPRING;PARAPHARMA;PARAPHARMA;15000;0;Non;0;2025-12-01;rayon
SAVO004;SAVON KETO;;SAVON KETO;PARAPHARMA;PARAPHARMA;49000;0;Non;6;2028-01-01;rayon
666009;SAVON LE CHAT;;SAVON LE CHAT;PARAPHARMA;PARAPHARMA;15000;6666;Non;0;2025-06-01;rayon
MEDI005;SAVON LONGRICH;;SAVON LONGRICH;PARAPHARMA;PARAPHARMA;35000;20000;Non;0;2025-04-01;rayon
SAVO009;SAVON MEDEPHIL;;SAVON MEDEPHIL;PARAPHARMA;PARAPHARMA;45000;0;Non;5;2029-01-01;rayon
453355;SAVON MISS PARIS;;SAVON MISS PARIS;PARAPHARMA;PARAPHARMA;10000;5000;Non;0;2025-05-01;rayon
6200343;SAVON NEUTRADERM BABY;;SAVON NEUTRADERM BABY;PARAPHARMA;PARAPHARMA;71000;0;Non;0;2025-10-01;rayon
8135318;SAVON NIVEA;;SAVON NIVEA;PARAPHARMA;PARAPHARMA;15000;0;Non;0;2020-01-01;rayon
6003698;SAVON POUR LA MAINS;;SAVON POUR LA MAINS;PARAPHARMA;PARAPHARMA;20000;0;Non;0;2030-01-01;rayon
SAVO005;SAVON PROTEX;;SAVON PROTEX;PARAPHARMA;PARAPHARMA;15000;0;Non;0;2026-03-01;rayon
7686;SAVON ROCKY;;SAVON ROCKY;PARAPHARMA;PARAPHARMA;10000;5000;Non;0;2024-01-01;rayon
1700002;SAVON SAFEX;;SAVON SAFEX;PARAPHARMA;PARAPHARMA;10000;5000;Non;0;2026-02-01;rayon
SAVO008;SAVON SKINN-C;;SAVON SKINN-C;PARAPHARMA;PARAPHARMA;45000;0;Non;5;2029-01-01;rayon
SANT001;SAVON SUPER CLAIR;;SAVON SUPER CLAIR;PARAPHARMA;PARAPHARMA;10000;6000;Non;0;2025-01-01;rayon
10440;SAVON USA;;SAVON USA;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2030-01-01;rayon
8440129;SAVON VEGEBOM;;SAVON VEGEBOM;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2024-01-01;rayon
SACP002;SCIEN BABY;;SCIEN BABY;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2027-01-01;rayon
PHAR0010;SENSODY PRONAMEL;;SENSODY PRONAMEL;PARAPHARMA;PARAPHARMA;85000;0;Non;1;2027-04-01;rayon
8205756;SENSODYNE BAIN DE BOUCHE;;SENSODYNE BAIN DE BOUCHE;PARAPHARMA;PARAPHARMA;70000;35500;Non;8;2027-06-01;rayon
SAVO019;SENSODYNE BLANCHISSANT;;SENSODYNE BLANCHISSANT;PARAPHARMA;PARAPHARMA;80000;0;Non;0;2027-04-01;rayon
4500015;SENSODYNE PATE ACTION SENSIBILITE;;SENSODYNE PATE ACTION SENSIBILITE;PARAPHARMA;PARAPHARMA;60000;35000;Non;0;2026-06-01;rayon
HUGG003;SENSODYNE PATE SOIN BLANCHEUR;;SENSODYNE PATE SOIN BLANCHEUR;PARAPHARMA;PARAPHARMA;60000;45000;Non;0;2024-02-01;rayon
LORE001;SERUM EX;;SERUM EX;PARAPHARMA;PARAPHARMA;25000;15000;Non;0;2025-10-01;rayon
7010280;SERUM EXCLUSIVE;;SERUM EXCLUSIVE;PARAPHARMA;PARAPHARMA;105000;0;Non;0;2030-08-01;rayon
alvar00002;SET PEANCETS;;SET PEANCETS;PARAPHARMA;PARAPHARMA;60000;42000;Non;3;2030-12-01;rayon
281825;SHINE BABY;;SHINE BABY;PARAPHARMA;PARAPHARMA;45000;0;Non;0;2030-12-01;rayon
