Code,Nom,DCI,Marque,Categorie,Rayon,Prix Vente,Prix Achat,Rx,Quantite,Date de preremption
GENS008,GILLETTE RASOIR,,GILLETTE RASOIR,PARAPHARMA,PARAPHARMA,25000,0,Non,5,51196
8322015,GLUCODR BANDELLETTE,,GLUCODR BANDELLETTE,PARAPHARMA,PARAPHARMA,140000,0,Non,0,43831
8322008,GLUCODR GLUCOMETRE,,GLUCODR GLUCOMETRE,PARAPHARMA,PARAPHARMA,603000,0,Non,0,43831
1330285,GLUCODR LANCET,,GLUCODR LANCET,PARAPHARMA,PARAPHARMA,130000,0,Non,0,43831
1700006,GOMMAGE SO WHITE,,GOMMAGE SO WHITE,PARAPHARMA,PARAPHARMA,80000,0,Non,0,43831
3012076,GOUDRE,,GOUDRE,PARAPHARMA,PARAPHARMA,50000,0,Non,0,53297
6397,GOUPILLON BROSSE BB CONFORT,,GOUPILLON BROSSE BB CONFORT,PARAPHARMA,PARAPHARMA,25000,1000,Non,0,41640
grde00004,GOURDE LES PETITS INDIENS,,GOURDE LES PETITS INDIENS,PARAPHARMA,PARAPHARMA,50000,35500,Non,3,47818
grde00001,GOURDE MINTREE,,GOURDE MINTREE,PARAPHARMA,PARAPHARMA,40000,28500,Non,1,47818
GRD0002,GOURDE N°25,,GOURDE N°25,PARAPHARMA,PARAPHARMA,30000,21000,Non,3,47818
7693990,GOURDES ALVARE,,GOURDES ALVARE,PARAPHARMA,PARAPHARMA,40000,0,Non,0,53206
7691699,GOURDES PLANET CARE,,GOURDES PLANET CARE,PARAPHARMA,PARAPHARMA,70000,0,Non,3,53297
THET003,GREEN TEA LONGRICH,,GREEN TEA LONGRICH,PARAPHARMA,PARAPHARMA,100000,85000,Non,0,45352
GUIZ0001,GUIGOZ N04 OPTIPRO,,GUIGOZ N04 OPTIPRO,PARAPHARMA,PARAPHARMA,200000,128000,Non,9,46600
GUIZ0002,GUIGOZ NO1 OPTIPRO,,GUIGOZ NO1 OPTIPRO,PARAPHARMA,PARAPHARMA,250000,178500,Non,14,46600
90387,GUIGOZ OPTIPRO N02,,GUIGOZ OPTIPRO N02,PARAPHARMA,PARAPHARMA,250000,128500,Non,0,46508
5960011,GUMFORTE BAIN DE BOUCHE,,GUMFORTE BAIN DE BOUCHE,PARAPHARMA,PARAPHARMA,68000,0,Non,0,46357
8546815,HAIR FOOD POMMADE,,HAIR FOOD POMMADE,PARAPHARMA,PARAPHARMA,65000,0,Non,0,41153
8999553,HAZY SPRING,,HAZY SPRING,PARAPHARMA,PARAPHARMA,205000,0,Non,0,43831
12343,HEAD AND SHOULDERS,,HEAD AND SHOULDERS,PARAPHARMA,PARAPHARMA,60000,35000,Non,0,45658
5006808,HEAD ET SHOULDER GEL,,HEAD ET SHOULDER GEL,PARAPHARMA,PARAPHARMA,70000,0,Non,0,47484
MONS002,HERBESAN ALLAITEMENT,,HERBESAN ALLAITEMENT,PARAPHARMA,PARAPHARMA,50000,0,Non,0,47757
260034,HT26 ACTION TACHES À L,,HT26 ACTION TACHES À L,PARAPHARMA,PARAPHARMA,450000,0,Non,0,43862
001HT26,HT26 BABY GEL,,HT26 BABY GEL,PARAPHARMA,PARAPHARMA,180000,0,Non,0,47818
2610011,HT26 CREME,,HT26 CREME,PARAPHARMA,PARAPHARMA,300000,0,Non,0,47484
HT26005,HT26 CREME CONCENTRATE,,HT26 CREME CONCENTRATE,PARAPHARMA,PARAPHARMA,252000,0,Non,0,45017
6130027,HT26 CREME CONTOUR DES YEUX,,HT26 CREME CONTOUR DES YEUX,PARAPHARMA,PARAPHARMA,189800,146000,Non,0,41275
HT26504,HT26 CREME CORPS CAVIAR,,HT26 CREME CORPS CAVIAR,PARAPHARMA,PARAPHARMA,420000,0,Non,3,47484
HT260470,HT26 CREME CORPS MAXI ECLAIRCISSANTE,,HT26 CREME CORPS MAXI ECLAIRCISSANTE,PARAPHARMA,PARAPHARMA,420000,0,Non,12,47484
ht2613,HT26 CREME CORPS MULTI ECLAIRCISSATE,,HT26 CREME CORPS MULTI ECLAIRCISSATE,PARAPHARMA,PARAPHARMA,310000,0,Non,12,47818
26005,HT26 CREME INTENSIVE CONCENTREE 50 ML,,HT26 CREME INTENSIVE CONCENTREE 50 ML,PARAPHARMA,PARAPHARMA,290000,144000,Non,0,44927
261000,HT26 CREME MAINS PIEDS COUDES GENOUX,,HT26 CREME MAINS PIEDS COUDES GENOUX,PARAPHARMA,PARAPHARMA,330500,254000,Non,0,41302
HT26487,HT26 CREME OR ET ARGON,,HT26 CREME OR ET ARGON,PARAPHARMA,PARAPHARMA,420000,0,Non,6,47484
002HT26,HT26 EAU ADOUCISSANTE BÉBÉ,,HT26 EAU ADOUCISSANTE BÉBÉ,PARAPHARMA,PARAPHARMA,140000,0,Non,0,44196
HT26001,HT26 EAU DE TOILETTE FEMME,,HT26 EAU DE TOILETTE FEMME,PARAPHARMA,PARAPHARMA,265000,0,Non,0,43831
11001,HT26 EMULSION DOUCHE,,HT26 EMULSION DOUCHE,PARAPHARMA,PARAPHARMA,130000,0,Non,0,44196
HT26004,HT26 GEL DOUCHE,,HT26 GEL DOUCHE,PARAPHARMA,PARAPHARMA,135000,0,Non,0,45017
ht08,HT26 GEL METTAPANT HOMME,,HT26 GEL METTAPANT HOMME,PARAPHARMA,PARAPHARMA,276000,190000,Non,3,47818
HT26048,HT26 HUILE VERGETURIS,,HT26 HUILE VERGETURIS,PARAPHARMA,PARAPHARMA,250000,0,Non,3,47484
ht2603,HT26 LAIT ACTION TACHES,,HT26 LAIT ACTION TACHES,PARAPHARMA,PARAPHARMA,370000,260000,Non,12,47818
ht2607,HT26 LAIT CAVIAR,,HT26 LAIT CAVIAR,PARAPHARMA,PARAPHARMA,700000,500000,Non,3,47818
ht2606,HT26 LAIT CORPOREL HOMME,,HT26 LAIT CORPOREL HOMME,PARAPHARMA,PARAPHARMA,276000,15000,Non,3,47818
10142,HT26 LAIT DE TOILETTE BÉBÉ,,HT26 LAIT DE TOILETTE BÉBÉ,PARAPHARMA,PARAPHARMA,140000,0,Non,-2,44196
ht2605,HT26 LAIT LAVIAR,,HT26 LAIT LAVIAR,PARAPHARMA,PARAPHARMA,0,0,Non,0,47818
ht2602,HT26 LAIT MULTI HYDRATANT,,HT26 LAIT MULTI HYDRATANT,PARAPHARMA,PARAPHARMA,272000,190000,Non,6,47818
260010,HT26 LAIT MULTI-ECLAIRCISSANT,,HT26 LAIT MULTI-ECLAIRCISSANT,PARAPHARMA,PARAPHARMA,253000,130000,Non,12,47818
ht2604,HT26 LAIT OR ET ARGAN,,HT26 LAIT OR ET ARGAN,PARAPHARMA,PARAPHARMA,700000,500000,Non,6,47818
ht2611,HT26 MASQUE GOMMANT VISAGE,,HT26 MASQUE GOMMANT VISAGE,PARAPHARMA,PARAPHARMA,200000,140000,Non,6,47818
HT260589,HT26 PAIN PURIFIANT,,HT26 PAIN PURIFIANT,PARAPHARMA,PARAPHARMA,95000,0,Non,12,47484
10806,HT26 POUDRE BB,,HT26 POUDRE BB,PARAPHARMA,PARAPHARMA,50000,0,Non,0,43831
261161,HT26 SAVON 90,,HT26 SAVON 90,PARAPHARMA,PARAPHARMA,120000,0,Non,0,44196
HT2685202,HT26 SAVON BLANCHISSANT ANTI-TACHE,,HT26 SAVON BLANCHISSANT ANTI-TACHE,PARAPHARMA,PARAPHARMA,210000,0,Non,6,47484
ht2609,HT26 SAVON CAVIAR,,HT26 SAVON CAVIAR,PARAPHARMA,PARAPHARMA,150000,100000,Non,6,47818
HT2632690,HT26 SAVON ECLAIRCISSANT OR ET ARGON,,HT26 SAVON ECLAIRCISSANT OR ET ARGON,PARAPHARMA,PARAPHARMA,150000,0,Non,6,47484
261017,HT26 SAVON GOMMANT,,HT26 SAVON GOMMANT,PARAPHARMA,PARAPHARMA,150000,0,Non,12,47484
HT2610,HT26 SAVON HOMME,,HT26 SAVON HOMME,PARAPHARMA,PARAPHARMA,90000,64000,Non,3,47818
HT26003,HT26 SAVON MARSEIILE,,HT26 SAVON MARSEIILE,PARAPHARMA,PARAPHARMA,50000,0,Non,0,43831
000HT26,HT26 SAVON PURIFIANT VITAMINÉ,,HT26 SAVON PURIFIANT VITAMINÉ,PARAPHARMA,PARAPHARMA,95000,0,Non,12,47484
HT26002,HT26 SAVON SURGRAS,,HT26 SAVON SURGRAS,PARAPHARMA,PARAPHARMA,45000,0,Non,0,43831
30019,HT26 SAVON SURGRAS BÉBÉ,,HT26 SAVON SURGRAS BÉBÉ,PARAPHARMA,PARAPHARMA,50000,0,Non,0,44196
HT20001,HT26 SERUM 90 /AMP,,HT26 SERUM 90 /AMP,PARAPHARMA,PARAPHARMA,31000,23583,Non,0,41275
260027,HT26 SOIN-HYDRATANT,,HT26 SOIN-HYDRATANT,PARAPHARMA,PARAPHARMA,200000,0,Non,0,43881
ht2601,HT26LAIT MULTI ECLAIRCISSANT,,HT26LAIT MULTI ECLAIRCISSANT,PARAPHARMA,PARAPHARMA,0,0,Non,0,47818
HUGG001,HUGGIES BASIC NR 2,,HUGGIES BASIC NR 2,PARAPHARMA,PARAPHARMA,71500,55000,Non,0,41424
HUGG002,HUGGIES BASIC NR 4,,HUGGIES BASIC NR 4,PARAPHARMA,PARAPHARMA,71500,55000,Non,0,41424
6126635,HUILE DAMANDE DOUCE,,HUILE DAMANDE DOUCE,PARAPHARMA,PARAPHARMA,68000,0,Non,0,44105
ILON001,ILONA ROSE GARDEN,,ILONA ROSE GARDEN,PARAPHARMA,PARAPHARMA,25000,0,Non,0,44986
152566,INSENSE GIVENCHY FL/100ML,,INSENSE GIVENCHY FL/100ML,PARAPHARMA,PARAPHARMA,150000,0,Non,0,45809
INST001,INSTITUTO ESPANOL GEL,,INSTITUTO ESPANOL GEL,PARAPHARMA,PARAPHARMA,80000,0,Non,0,44743
9405884,INSURRECTION DEODORANT,,INSURRECTION DEODORANT,PARAPHARMA,PARAPHARMA,30000,0,Non,0,44044
965357,INTIMATE,,INTIMATE,PARAPHARMA,PARAPHARMA,25000,19500,Non,2,47331
5006809,JENNIFER EAU DE COLOGNE,,JENNIFER EAU DE COLOGNE,PARAPHARMA,PARAPHARMA,70000,0,Non,0,43831
JS0001,JUS FRUITS SHOOT,,JUS FRUITS SHOOT,PARAPHARMA,PARAPHARMA,120000,85500,Non,-1,46327
jus0000000,JUS MULTIVITAMINE,,JUS MULTIVITAMINE,PARAPHARMA,PARAPHARMA,60000,42000,Non,0,46266
junss00001,JUS NATURNES BIO,,JUS NATURNES BIO,PARAPHARMA,PARAPHARMA,240000,171200,Non,-1,46327
37997,KLORANE SHAMPOING DEMELANT,,KLORANE SHAMPOING DEMELANT,PARAPHARMA,PARAPHARMA,120000,15000,Non,0,47574
654243,KOTEX,,KOTEX,PARAPHARMA,PARAPHARMA,20000,10000,Non,7,47788
KRUG001,KRUGER VITAMINE C,,KRUGER VITAMINE C,PARAPHARMA,PARAPHARMA,25000,0,Non,0,43647
3010957,LA ROSE POSAY B5+CREME,,LA ROSE POSAY B5+CREME,PARAPHARMA,PARAPHARMA,100000,19000,Non,0,46054
PERF005,LA TISANE DIGESTION,,LA TISANE DIGESTION,PARAPHARMA,PARAPHARMA,50000,0,Non,0,46388
tisaniere2,LA TISANIERE BRULE GRAISSE,,LA TISANIERE BRULE GRAISSE,PARAPHARMA,PARAPHARMA,35000,25000,Non,9,46722
tisaniere1,LA TISANIERE NUIT CALME,,LA TISANIERE NUIT CALME,PARAPHARMA,PARAPHARMA,35000,25000,Non,10,46753
LABI004,LABILO STICK,,LABILO STICK,PARAPHARMA,PARAPHARMA,50000,0,Non,0,45200
PAMP014,LAIT PALMOLIVE,,LAIT PALMOLIVE,PARAPHARMA,PARAPHARMA,40000,20000,Non,0,45992
4403488,LAVE BIBERON,,LAVE BIBERON,PARAPHARMA,PARAPHARMA,10000,0,Non,0,47515
lave000001,LAVE BIBERON 3IN1,,LAVE BIBERON 3IN1,PARAPHARMA,PARAPHARMA,30000,20500,Non,0,49644
lave000002,LAVE BIBERON PARHDOAS,,LAVE BIBERON PARHDOAS,PARAPHARMA,PARAPHARMA,30000,20500,Non,2,49644
RICH001,LAVORIS BAIN DE BOUCH,,LAVORIS BAIN DE BOUCH,PARAPHARMA,PARAPHARMA,50000,50179,Non,0,46357
ling0001,LINGETTE AIWIBI,,LINGETTE AIWIBI,PARAPHARMA,PARAPHARMA,20000,14000,Non,0,47818
LING002,LINGETTE CONFY,,LINGETTE CONFY,PARAPHARMA,PARAPHARMA,30000,12500,Non,1,47818
LING005,LINGETTE HYGIEN,,LINGETTE HYGIEN,PARAPHARMA,PARAPHARMA,35000,15000,Non,23,46508
COTO004,LINGETTE PAMPERS,,LINGETTE PAMPERS,PARAPHARMA,PARAPHARMA,35000,35000,Non,0,47604
LING004,LINGETTE TEDDY CARE,,LINGETTE TEDDY CARE,PARAPHARMA,PARAPHARMA,35000,15000,Non,0,47574
CAPI001,LIPTON BIO YELLO LABEL,,LIPTON BIO YELLO LABEL,PARAPHARMA,PARAPHARMA,50000,1000,Non,0,47543
lipton0003,LIPTON MENTHE INTENCE,,LIPTON MENTHE INTENCE,PARAPHARMA,PARAPHARMA,35000,25000,Non,12,46753
PARF005,LIPTON SAUVEUR DU SOIR,,LIPTON SAUVEUR DU SOIR,PARAPHARMA,PARAPHARMA,50000,0,Non,0,46753
lipton0001,LIPTON THE VERT CITRON,,LIPTON THE VERT CITRON,PARAPHARMA,PARAPHARMA,50000,35500,Non,11,46784
lipton0002,LIPTON THE VERT MENTHE,,LIPTON THE VERT MENTHE,PARAPHARMA,PARAPHARMA,50000,35500,Non,11,46784
LUXS002,LISTERIN FRESH CITRUS 250ML,,LISTERIN FRESH CITRUS 250ML,PARAPHARMA,PARAPHARMA,40000,28500,Non,6,46692
list0002,LISTERINE BAIN  DE BOUCHE ZERO,,LISTERINE BAIN  DE BOUCHE ZERO,PARAPHARMA,PARAPHARMA,40000,28500,Non,3,46874
7427357,LISTERINE BAIN DE BOUCHE,,LISTERINE BAIN DE BOUCHE,PARAPHARMA,PARAPHARMA,35000,35000,Non,0,51533
MAGN009,LISTERINE BAIN DE BOUCHE COOL MENT 500ML,,LISTERINE BAIN DE BOUCHE COOL MENT 500ML,PARAPHARMA,PARAPHARMA,60000,42500,Non,11,46388
lister0001,LISTERINE BAIN DE BOUCHE COOL MINT 250ML,,LISTERINE BAIN DE BOUCHE COOL MINT 250ML,PARAPHARMA,PARAPHARMA,40000,28500,Non,0,46844
LIST00002,LISTERINE BAIN DE BOUCHE FRESH BRUST,,LISTERINE BAIN DE BOUCHE FRESH BRUST,PARAPHARMA,PARAPHARMA,0,0,Non,0,46935
6668692,LISTERINE BAIN DE BOUCHE TARTAR PROTECT,,LISTERINE BAIN DE BOUCHE TARTAR PROTECT,PARAPHARMA,PARAPHARMA,60000,0,Non,0,47604
966026,LISTERINE BAINDE BOUCHE GUM PROTECT,,LISTERINE BAINDE BOUCHE GUM PROTECT,PARAPHARMA,PARAPHARMA,60000,0,Non,0,48396
LOVE001,LISTERINE ORIGINAL 250ML BAIN DE BOUCHE,,LISTERINE ORIGINAL 250ML BAIN DE BOUCHE,PARAPHARMA,PARAPHARMA,40000,35500,Non,1,46661
LIST001,LISTERINE TOTAL CARE 250ML,,LISTERINE TOTAL CARE 250ML,PARAPHARMA,PARAPHARMA,35000,0,Non,0,46266
LIST006,LISTERINE TOTAL COOL MENT 250ML,,LISTERINE TOTAL COOL MENT 250ML,PARAPHARMA,PARAPHARMA,35000,0,Non,0,46722
LONG009,LONGRICH PATTE,,LONGRICH PATTE,PARAPHARMA,PARAPHARMA,30000,0,Non,0,46082
LONG004,LONGRICH SHAMPOOING,,LONGRICH SHAMPOOING,PARAPHARMA,PARAPHARMA,150000,0,Non,0,45778
1211972,LONGRICH SNAKE OIL,,LONGRICH SNAKE OIL,PARAPHARMA,PARAPHARMA,35000,20000,Non,0,45839
L124,LUNETTE JUSTE POUR LIRE,,LUNETTE JUSTE POUR LIRE,PARAPHARMA,PARAPHARMA,100000,0,Non,19,46222
LU0015,LUNETTE LITTLE H,,LUNETTE LITTLE H,PARAPHARMA,PARAPHARMA,100000,0,Non,18,46222
203020,MACY'S,,MACY'S,PARAPHARMA,PARAPHARMA,20000,0,Non,0,46753
MAGI002,MAGIC POUDRE,,MAGIC POUDRE,PARAPHARMA,PARAPHARMA,30000,0,Non,0,45017
6034678,MAGNO GEL DOUCHE,,MAGNO GEL DOUCHE,PARAPHARMA,PARAPHARMA,35000,0,Non,0,44044
6840085,MAKARI  VOILE DE CORPS  500 ML,,MAKARI  VOILE DE CORPS  500 ML,PARAPHARMA,PARAPHARMA,364000,280000,Non,0,41302
6840047,MAKARI CREME ECLAIRCISSANTE DE JOUR,,MAKARI CREME ECLAIRCISSANTE DE JOUR,PARAPHARMA,PARAPHARMA,229500,176500,Non,0,41302
6840061,MAKARI CREME ECLAIRECISSANTE CAVIAR,,MAKARI CREME ECLAIRECISSANTE CAVIAR,PARAPHARMA,PARAPHARMA,193500,1000,Non,0,41091
6840030,MAKARI ECLAIRCISSANTE DE NUIT,,MAKARI ECLAIRCISSANTE DE NUIT,PARAPHARMA,PARAPHARMA,265750,204400,Non,0,41302
6840269,MAKARI FOND DE TEINT,,MAKARI FOND DE TEINT,PARAPHARMA,PARAPHARMA,265750,204400,Non,0,41540
MARS004,MARSEILLAIS,,MARSEILLAIS,PARAPHARMA,PARAPHARMA,50000,0,Non,0,44927
300031,MASQUE PURIFIANT,,MASQUE PURIFIANT,PARAPHARMA,PARAPHARMA,100000,0,Non,0,44013
MAXI009,MAXI DISQUES,,MAXI DISQUES,PARAPHARMA,PARAPHARMA,50000,0,Non,0,45566
meal000001,MEAL SET,,MEAL SET,PARAPHARMA,PARAPHARMA,60000,42000,Non,1,47818
M0001,MES 1° SOUFFLES,,MES 1° SOUFFLES,PARAPHARMA,PARAPHARMA,20000,14000,Non,0,46235
4403518,MIKUBI,,MIKUBI,PARAPHARMA,PARAPHARMA,20000,0,Non,0,47088
5118,MIMOSA LAIT,,MIMOSA LAIT,PARAPHARMA,PARAPHARMA,65000,0,Non,0,43831
MINC001,MINCEUR 24 FORT,,MINCEUR 24 FORT,PARAPHARMA,PARAPHARMA,295000,0,Non,0,44197
MINC002,MINCEUR ANACA 3 SP,,MINCEUR ANACA 3 SP,PARAPHARMA,PARAPHARMA,490000,0,Non,0,44105
7600603,MIRADENT,,MIRADENT,PARAPHARMA,PARAPHARMA,100000,0,Non,0,44409
160567,MIXA LAIT CORPS HYDRATANT,,MIXA LAIT CORPS HYDRATANT,PARAPHARMA,PARAPHARMA,35000,0,Non,0,45292
MIXA006,MIXA LAIT DE KARITE,,MIXA LAIT DE KARITE,PARAPHARMA,PARAPHARMA,45000,25000,Non,0,45323
2115010,MIXA LAIT FRAICHEUR,,MIXA LAIT FRAICHEUR,PARAPHARMA,PARAPHARMA,35000,0,Non,0,45292
MODL100002,MODILAC AC CONFORT,,MODILAC AC CONFORT,PARAPHARMA,PARAPHARMA,100000,71000,Non,36,46692
MODL100001,MODILAC DOUCEA N°1 400G,,MODILAC DOUCEA N°1 400G,PARAPHARMA,PARAPHARMA,90000,64000,Non,4,46600
MODIL10002,MODILAC DOUCEA N°2 820G,,MODILAC DOUCEA N°2 820G,PARAPHARMA,PARAPHARMA,200000,140000,Non,16,46631
MOD0000001,MODILAC PRECISION N°1,,MODILAC PRECISION N°1,PARAPHARMA,PARAPHARMA,90000,64000,Non,25,46905
MODL100003,MODILAC PRECISION N°2,,MODILAC PRECISION N°2,PARAPHARMA,PARAPHARMA,90000,56000,Non,19,46905
MODL100004,MODILAC PREMA,,MODILAC PREMA,PARAPHARMA,PARAPHARMA,100000,71000,Non,17,46600
MONS009,MONSAVON AU LAIT 100G,,MONSAVON AU LAIT 100G,PARAPHARMA,PARAPHARMA,10000,0,Non,0,45017
9600047,MOONCARE COUCHE ADULT,,MOONCARE COUCHE ADULT,PARAPHARMA,PARAPHARMA,10000,5000,Non,0,45292
PAMP012,MOONCARE COUCHE ENFT,,MOONCARE COUCHE ENFT,PARAPHARMA,PARAPHARMA,110000,80000,Non,0,45992
34437,MOUCHE BEBE,,MOUCHE BEBE,PARAPHARMA,PARAPHARMA,30000,0,Non,0,47484
SOLO001,MOUCHOIRS JETTABLES SOLO,,MOUCHOIRS JETTABLES SOLO,PARAPHARMA,PARAPHARMA,5000,0,Non,0,44866
mousse01,MOUSSE A RASER MENNEN,,MOUSSE A RASER MENNEN,PARAPHARMA,PARAPHARMA,80000,57000,Non,10,47818
281276,MOUTH SPRAY,,MOUTH SPRAY,PARAPHARMA,PARAPHARMA,25000,0,Non,0,43831
MOXI004,MOXIDISQUE,,MOXIDISQUE,PARAPHARMA,PARAPHARMA,25000,0,Non,0,44986
MULTVN001,MULTIVITAMIN,,MULTIVITAMIN,PARAPHARMA,PARAPHARMA,60000,42500,Non,0,46296
MUST0003,MUSTELA GEL LAVANT 500ML,,MUSTELA GEL LAVANT 500ML,PARAPHARMA,PARAPHARMA,160000,114000,Non,2,46935
MUST00003,MUSTELA GEL LAVANT 750ML,,MUSTELA GEL LAVANT 750ML,PARAPHARMA,PARAPHARMA,200000,142000,Non,0,46966
MUST00002,MUSTELA LAIT CORPS 500ML,,MUSTELA LAIT CORPS 500ML,PARAPHARMA,PARAPHARMA,170000,120000,Non,0,46905
MUST00001,MUSTELA LAIT CORPS 750ML,,MUSTELA LAIT CORPS 750ML,PARAPHARMA,PARAPHARMA,200000,140000,Non,2,46905
NAN001,NAN N3,,NAN N3,PARAPHARMA,PARAPHARMA,70000,50000,Non,12,46508
NANA005,NANA SERVIETTE HIGENIQUE,,NANA SERVIETTE HIGENIQUE,PARAPHARMA,PARAPHARMA,14000,0,Non,0,44044
7334,NAOMI BODY LOTION,,NAOMI BODY LOTION,PARAPHARMA,PARAPHARMA,60000,0,Non,0,44196
1394,NAOMI LAIT ECLAIRCISSANT,,NAOMI LAIT ECLAIRCISSANT,PARAPHARMA,PARAPHARMA,60000,0,Non,0,41455
9300103,NAOMI PDRE BB,,NAOMI PDRE BB,PARAPHARMA,PARAPHARMA,38000,0,Non,0,43831
9300524,NAOMI SLIMMING,,NAOMI SLIMMING,PARAPHARMA,PARAPHARMA,75000,0,Non,0,43831
NATUR00001,NATURNES JARDINIERE DE LEGUMES POULET,,NATURNES JARDINIERE DE LEGUMES POULET,PARAPHARMA,PARAPHARMA,45000,32000,Non,0,46266
NATUR001,NATURNES POMME BANANE,,NATURNES POMME BANANE,PARAPHARMA,PARAPHARMA,45000,32000,Non,5,46235
naturnes01,NATURNES POMME PECHE,,NATURNES POMME PECHE,PARAPHARMA,PARAPHARMA,45000,32000,Non,2,46266
NATUR00002,NATURNES POMME POIRE,,NATURNES POMME POIRE,PARAPHARMA,PARAPHARMA,45000,32000,Non,0,46266
NATNES001,NATURNES POTIRON,,NATURNES POTIRON,PARAPHARMA,PARAPHARMA,30000,21000,Non,0,46266
nesquik001,NESQUIK,,NESQUIK,PARAPHARMA,PARAPHARMA,45000,35500,Non,2,46539
NESTL1102,NESTLE BRASSE BANANE,,NESTLE BRASSE BANANE,PARAPHARMA,PARAPHARMA,45000,32000,Non,0,46204
NESTL1101,NESTLE BRASSE FRAISE,,NESTLE BRASSE FRAISE,PARAPHARMA,PARAPHARMA,45000,32000,Non,3,46235
NEST10,NESTLE BRASSE FRUITS ROUGES,,NESTLE BRASSE FRUITS ROUGES,PARAPHARMA,PARAPHARMA,45000,32000,Non,0,46235
NEST11,NESTLE BRASSE MANGUE ANANAS,,NESTLE BRASSE MANGUE ANANAS,PARAPHARMA,PARAPHARMA,45000,32000,Non,0,46266
NESTLE1100,NESTLE BRASSE MYRTILLE,,NESTLE BRASSE MYRTILLE,PARAPHARMA,PARAPHARMA,45000,32000,Non,0,46204
NSTL120000,NESTLE BRASSE NATURE,,NESTLE BRASSE NATURE,PARAPHARMA,PARAPHARMA,45000,32000,Non,-1,46235
NTL00001,NESTLE BRASSE PECHE,,NESTLE BRASSE PECHE,PARAPHARMA,PARAPHARMA,45000,32000,Non,0,46204
nestlefit1,NESTLE FITNESS,,NESTLE FITNESS,PARAPHARMA,PARAPHARMA,60000,42000,Non,3,46388
NESTLE0013,NESTLE PETIT BRASSE ABRICOT,,NESTLE PETIT BRASSE ABRICOT,PARAPHARMA,PARAPHARMA,45000,32000,Non,42,46235
NESTLE12,NESTLE PETIT BRASSE BANANE PECHE,,NESTLE PETIT BRASSE BANANE PECHE,PARAPHARMA,PARAPHARMA,45000,32000,Non,0,46266
NEST000000,NESTLE PETIT BRASSE MANGUE,,NESTLE PETIT BRASSE MANGUE,PARAPHARMA,PARAPHARMA,45000,32000,Non,0,46266
NEST0001,NESTLE PETIT BRASSE MANGUE ANANAS,,NESTLE PETIT BRASSE MANGUE ANANAS,PARAPHARMA,PARAPHARMA,45000,32000,Non,0,46266
BROS014,NESTLE PETIT BRASSE MYRTILLE,,NESTLE PETIT BRASSE MYRTILLE,PARAPHARMA,PARAPHARMA,45000,32000,Non,3,46266
NESTL00003,NESTLE PETIT BRASSE NATURE,,NESTLE PETIT BRASSE NATURE,PARAPHARMA,PARAPHARMA,45000,32000,Non,-5,46266
NESTL00012,NESTLE PETIT CEREALES 8CEREALES,,NESTLE PETIT CEREALES 8CEREALES,PARAPHARMA,PARAPHARMA,65000,42500,Non,15,46508
NESTRECET1,NESTLE RECETTE BLANQUETTE DE RIZ DINDE,,NESTLE RECETTE BLANQUETTE DE RIZ DINDE,PARAPHARMA,PARAPHARMA,45000,32000,Non,0,46174
NESTLRECE1,NESTLE RECETTE CURRY DE POISSON,,NESTLE RECETTE CURRY DE POISSON,PARAPHARMA,PARAPHARMA,45000,32000,Non,-2,46235
nes0000001,NESTLE RECETTE LEGUME BOEUF BOURGUIGNON,,NESTLE RECETTE LEGUME BOEUF BOURGUIGNON,PARAPHARMA,PARAPHARMA,45000,32000,Non,0,46296
ANIO002,NESTLE RECETTE LEGUMES BEAUF,,NESTLE RECETTE LEGUMES BEAUF,PARAPHARMA,PARAPHARMA,45000,0,Non,-2,46296
NEST0003,NESTLE RECETTE LENTILLES VERTES JAMBON,,NESTLE RECETTE LENTILLES VERTES JAMBON,PARAPHARMA,PARAPHARMA,45000,32000,Non,0,46143
NESTLE REC,NESTLE RECETTE PAELLA,,NESTLE RECETTE PAELLA,PARAPHARMA,PARAPHARMA,45000,32000,Non,25,46266
NEST REC01,NESTLE RECETTE PETITS LEGUMES POULET AU LAIT COCO,,NESTLE RECETTE PETITS LEGUMES POULET AU LAIT COCO,PARAPHARMA,PARAPHARMA,45000,32000,Non,0,46266
NTL0002,NESTLE RECETTE SOUPER,,NESTLE RECETTE SOUPER,PARAPHARMA,PARAPHARMA,45000,32000,Non,0,46122
NTL0001,NESTLE RECETTE TAJINE,,NESTLE RECETTE TAJINE,PARAPHARMA,PARAPHARMA,45000,32000,Non,18,46296
3935560,NEUTRADERM BABY,,NEUTRADERM BABY,PARAPHARMA,PARAPHARMA,165000,0,Non,0,47484
LUXC002,NEUTROGENA CREME,,NEUTROGENA CREME,PARAPHARMA,PARAPHARMA,70000,40000,Non,0,45689
1702739,NICE FLOWER BODY,,NICE FLOWER BODY,PARAPHARMA,PARAPHARMA,75000,0,Non,0,43831
NIDO00002,NIDO IMPORTE 900G,,NIDO IMPORTE 900G,PARAPHARMA,PARAPHARMA,180000,125000,Non,3,46692
4101383,NIUMA SKIN LOTION,,NIUMA SKIN LOTION,PARAPHARMA,PARAPHARMA,35000,0,Non,0,43831
16607,NIVEA CREME,,NIVEA CREME,PARAPHARMA,PARAPHARMA,15000,0,Non,0,47788
8846207,NIVEA CRÈME EXPRESS,,NIVEA CRÈME EXPRESS,PARAPHARMA,PARAPHARMA,40000,0,Non,0,44166
