Code,Nom,DCI,Marque,Categorie,Rayon,Prix Vente,Prix Achat,Rx,Quantite,Date de preremption
123439,STICK SECRET,,STICK SECRET,PARAPHARMA,PARAPHARMA,50000,0,Non,0,41517
5478341,STICK SUAVE,,STICK SUAVE,PARAPHARMA,PARAPHARMA,35000,0,Non,4,47484
9250290,STICK URIAGE BIO,,STICK URIAGE BIO,PARAPHARMA,PARAPHARMA,25000,3780,Non,0,51714
STCK0001,STICK USHUAIA,,STICK USHUAIA,PARAPHARMA,PARAPHARMA,25000,17500,Non,0,47543
2357,SUCETTE 0-6 MOIS,,SUCETTE 0-6 MOIS,PARAPHARMA,PARAPHARMA,45000,0,Non,0,46753
42431,SUCETTE BEBE CONFORT,,SUCETTE BEBE CONFORT,PARAPHARMA,PARAPHARMA,50000,0,Non,0,47484
3016331,SUCETTE DBD LOT DE 2,,SUCETTE DBD LOT DE 2,PARAPHARMA,PARAPHARMA,50000,0,Non,0,47484
2315385,SUCETTE DOUBLE,,SUCETTE DOUBLE,PARAPHARMA,PARAPHARMA,60000,0,Non,0,53236
6200367,SUCRIA A 150G,,SUCRIA A 150G,PARAPHARMA,PARAPHARMA,50000,0,Non,-1,46966
CORI006,SUPER CONFORT N02,,SUPER CONFORT N02,PARAPHARMA,PARAPHARMA,38500,0,Non,0,45017
CORI003,SUPER CONFORT N03,,SUPER CONFORT N03,PARAPHARMA,PARAPHARMA,75000,0,Non,0,45017
COTO010,SUPER CONFORT N04,,SUPER CONFORT N04,PARAPHARMA,PARAPHARMA,15000,12000,Non,0,46204
COTO13,SUPER CONFORT N05,,SUPER CONFORT N05,PARAPHARMA,PARAPHARMA,70000,0,Non,0,47788
COTO012,SUPER CONFORT N06,,SUPER CONFORT N06,PARAPHARMA,PARAPHARMA,70000,0,Non,0,47818
COTO009,SUPER CONFORT N07,,SUPER CONFORT N07,PARAPHARMA,PARAPHARMA,70000,0,Non,0,47696
SUPE004,SUPER MAX ULTIMATE,,SUPER MAX ULTIMATE,PARAPHARMA,PARAPHARMA,20000,0,Non,0,45200
3060,T5 CRÉME ÈCLAIRCISSANT,,T5 CRÉME ÈCLAIRCISSANT,PARAPHARMA,PARAPHARMA,30000,0,Non,0,40909
1462,T5 LAIT ÉCLAIRCISSANT,,T5 LAIT ÉCLAIRCISSANT,PARAPHARMA,PARAPHARMA,75000,0,Non,0,44075
1608,T5 SOIN HYDRATANT NOURRISSANT,,T5 SOIN HYDRATANT NOURRISSANT,PARAPHARMA,PARAPHARMA,75000,0,Non,0,43831
786,TAAJ DERMO VEDIC CREME,,TAAJ DERMO VEDIC CREME,PARAPHARMA,PARAPHARMA,120000,0,Non,1,47484
tabl000001,TABLE WARE SET,,TABLE WARE SET,PARAPHARMA,PARAPHARMA,60000,42000,Non,2,47818
tamp01,TAMPAX,,TAMPAX,PARAPHARMA,PARAPHARMA,80000,57000,Non,4,47818
IVOR004,TASSE ALVAR,,TASSE ALVAR,PARAPHARMA,PARAPHARMA,20000,0,Non,5,51441
9,TASSE CUP-SET,,TASSE CUP-SET,PARAPHARMA,PARAPHARMA,50000,0,Non,2,47484
90004583,TASSE DBD,,TASSE DBD,PARAPHARMA,PARAPHARMA,50000,0,Non,0,47727
alvar00008,TASSE EN SILICONE BB,,TASSE EN SILICONE BB,PARAPHARMA,PARAPHARMA,50000,35500,Non,1,47818
DEOD005,TASSE KALAS,,TASSE KALAS,PARAPHARMA,PARAPHARMA,50000,15000,Non,2,46844
CREM004,TASSE NUBY,,TASSE NUBY,PARAPHARMA,PARAPHARMA,50000,20000,Non,2,51227
TASS002,TASSE NUTRIBON,,TASSE NUTRIBON,PARAPHARMA,PARAPHARMA,25000,0,Non,0,44075
TEAG001,TEAGRANCE PATE,,TEAGRANCE PATE,PARAPHARMA,PARAPHARMA,20000,0,Non,0,45078
4471972,TENSIOMETRE IDA,,TENSIOMETRE IDA,PARAPHARMA,PARAPHARMA,105000,264000,Non,0,47818
TENS009,TENSIOMETRE PRIPNET LABEL,,TENSIOMETRE PRIPNET LABEL,PARAPHARMA,PARAPHARMA,320000,0,Non,0,46997
tet0000007,TETINE B 3,,TETINE B 3,PARAPHARMA,PARAPHARMA,30000,20500,Non,3,49644
tet0000003,TETINE CHAIN PACIFIER,,TETINE CHAIN PACIFIER,PARAPHARMA,PARAPHARMA,50000,35500,Non,4,49644
tet0000006,TETINE CHICO NATURAL FLOW,,TETINE CHICO NATURAL FLOW,PARAPHARMA,PARAPHARMA,50000,35500,Non,4,49644
tet0000001,TETINE CHICO NATURAL RELAX,,TETINE CHICO NATURAL RELAX,PARAPHARMA,PARAPHARMA,30000,20500,Non,9,49644
TETI002,TETINE DEUXIEME AGE PETIT,,TETINE DEUXIEME AGE PETIT,PARAPHARMA,PARAPHARMA,5000,0,Non,0,47484
tet0000004,TETINE MAM,,TETINE MAM,PARAPHARMA,PARAPHARMA,50000,35500,Non,4,49644
tet0000011,TETINE MAM PERFECT,,TETINE MAM PERFECT,PARAPHARMA,PARAPHARMA,60000,42000,Non,8,47818
tet0000033,TETINE MOME EASY,,TETINE MOME EASY,PARAPHARMA,PARAPHARMA,30000,20500,Non,5,47818
tet0000002,TETINE MOME EASY LOT DE 2,,TETINE MOME EASY LOT DE 2,PARAPHARMA,PARAPHARMA,40000,28500,Non,8,49644
tet0000012,TETINE NUK,,TETINE NUK,PARAPHARMA,PARAPHARMA,60000,42000,Non,9,47818
TETI001,TETINE PREMIER AGE GRAND,,TETINE PREMIER AGE GRAND,PARAPHARMA,PARAPHARMA,10000,0,Non,0,46753
3010452,TETINE SILICONE ANTI-COLIQUE,,TETINE SILICONE ANTI-COLIQUE,PARAPHARMA,PARAPHARMA,72000,9000,Non,0,47484
tet0000005,TETINE TOMMEE -TIPPEE,,TETINE TOMMEE -TIPPEE,PARAPHARMA,PARAPHARMA,40000,28500,Non,2,49644
PRUD001,TETITE JK 0-A-1ANE,,TETITE JK 0-A-1ANE,PARAPHARMA,PARAPHARMA,10000,357,Non,0,47696
THEB003,THE BIO HERBS COFFEE FEMINING B/6,,THE BIO HERBS COFFEE FEMINING B/6,PARAPHARMA,PARAPHARMA,40000,0,Non,0,44774
THEB001,THE BRULE GRAISSES B/20,,THE BRULE GRAISSES B/20,PARAPHARMA,PARAPHARMA,75000,0,Non,-1,44105
THEC001,THE CATHERINE GRAND,,THE CATHERINE GRAND,PARAPHARMA,PARAPHARMA,80000,42000,Non,14,47849
THEC005,THE CATHERINE PETIT,,THE CATHERINE PETIT,PARAPHARMA,PARAPHARMA,60000,0,Non,15,47119
THEB002,THE KOPI VITAMINE B/8,,THE KOPI VITAMINE B/8,PARAPHARMA,PARAPHARMA,40000,0,Non,0,45078
THER005,THE MINCEUR,,THE MINCEUR,PARAPHARMA,PARAPHARMA,100000,65500,Non,0,46266
THEN001,THE NIMBA B/20 TISANES,,THE NIMBA B/20 TISANES,PARAPHARMA,PARAPHARMA,300000,0,Non,0,43101
TSLI001,THE SLIMING HERB,,THE SLIMING HERB,PARAPHARMA,PARAPHARMA,75000,1000,Non,10,47119
THET001,THE TISANE DRAINAUTE,,THE TISANE DRAINAUTE,PARAPHARMA,PARAPHARMA,75000,0,Non,0,43952
THET002,THE TISANE SOMMEIL,,THE TISANE SOMMEIL,PARAPHARMA,PARAPHARMA,75000,0,Non,0,44136
THER004,THERMOMETRE DIGITAL LABEL,,THERMOMETRE DIGITAL LABEL,PARAPHARMA,PARAPHARMA,40000,470000,Non,0,47515
4227574,THERMOMETRE FRONTALE,,THERMOMETRE FRONTALE,PARAPHARMA,PARAPHARMA,0,0,Non,0,45778
THER001,THERMOMETRE IDA,,THERMOMETRE IDA,PARAPHARMA,PARAPHARMA,40000,2807,Non,0,43862
55110,THERMOMETRE MEDISANA,,THERMOMETRE MEDISANA,PARAPHARMA,PARAPHARMA,50000,0,Non,0,47484
540,TIR LAIT BREAST PUMP,,TIR LAIT BREAST PUMP,PARAPHARMA,PARAPHARMA,100000,0,Non,-1,47484
BLUE004,TIR LAIT HAND FREE,,TIR LAIT HAND FREE,PARAPHARMA,PARAPHARMA,600000,0,Non,0,52963
AHOR001,TIR LAIT KIWY,,TIR LAIT KIWY,PARAPHARMA,PARAPHARMA,240000,0,Non,0,46813
TIRE004,TIRE LAIT BIMISTH,,TIRE LAIT BIMISTH,PARAPHARMA,PARAPHARMA,600000,120000,Non,0,47757
118298,TIRE LAIT DOUBLE LOMPAGE,,TIRE LAIT DOUBLE LOMPAGE,PARAPHARMA,PARAPHARMA,600000,125000,Non,0,47727
1155064,TIRE LAIT PETIT MODEL,,TIRE LAIT PETIT MODEL,PARAPHARMA,PARAPHARMA,350000,143089,Non,0,47788
9119564,TONIGENCYL PATTE 75ML,,TONIGENCYL PATTE 75ML,PARAPHARMA,PARAPHARMA,18500,14000,Non,0,41424
2025314,TOO MIGNON,,TOO MIGNON,PARAPHARMA,PARAPHARMA,25000,3750,Non,0,47604
2434101,TOPICLEAR AC CREME HYDRATANT,,TOPICLEAR AC CREME HYDRATANT,PARAPHARMA,PARAPHARMA,125000,0,Non,0,47027
6100411,TOPICREM LAIT DA,,TOPICREM LAIT DA,PARAPHARMA,PARAPHARMA,180000,4796,Non,0,45992
3505849,TOPICREM ULTRA HYDRATANT,,TOPICREM ULTRA HYDRATANT,PARAPHARMA,PARAPHARMA,160000,3571,Non,0,45931
2413201,TOPICREME MELA LAIT HYDRATANT,,TOPICREME MELA LAIT HYDRATANT,PARAPHARMA,PARAPHARMA,200000,235000,Non,0,46784
18990,TOPICREME MELA SERUM,,TOPICREME MELA SERUM,PARAPHARMA,PARAPHARMA,200000,0,Non,0,46082
LAEA001,TRISA,,TRISA,PARAPHARMA,PARAPHARMA,50000,0,Non,0,47484
7101479,TROMPY BABY SHAMPOO,,TROMPY BABY SHAMPOO,PARAPHARMA,PARAPHARMA,25000,0,Non,0,42705
7101561,TROMPY SHAMPOOING,,TROMPY SHAMPOOING,PARAPHARMA,PARAPHARMA,25000,0,Non,0,43831
TROP0001,TROPICAL,,TROPICAL,PARAPHARMA,PARAPHARMA,60000,42500,Non,0,46266
SACP001,ULTRA DOUX SHAMPOOING ILLUMONANT,,ULTRA DOUX SHAMPOOING ILLUMONANT,PARAPHARMA,PARAPHARMA,60000,75000,Non,0,47727
22000,V05 SHAMPOOING,,V05 SHAMPOOING,PARAPHARMA,PARAPHARMA,30000,0,Non,0,43831
1308700,VASELINE DRY SKIN REPAIR,,VASELINE DRY SKIN REPAIR,PARAPHARMA,PARAPHARMA,40000,25000,Non,0,45658
9309648,VASELINE TOTAL LAIT,,VASELINE TOTAL LAIT,PARAPHARMA,PARAPHARMA,60000,0,Non,0,43831
7102070,VEET CREME EPILATIOR,,VEET CREME EPILATIOR,PARAPHARMA,PARAPHARMA,40000,25000,Non,0,45689
VEGE008,VEGEBOM  SAVON,,VEGEBOM  SAVON,PARAPHARMA,PARAPHARMA,30000,0,Non,0,44805
9004590,VEILLEUSE ENFT,,VEILLEUSE ENFT,PARAPHARMA,PARAPHARMA,15000,0,Non,0,46388
6639223,VERGETURINE,,VERGETURINE,PARAPHARMA,PARAPHARMA,131000,0,Non,0,43831
VICH001,VICHYCREME VERGETURES,,VICHYCREME VERGETURES,PARAPHARMA,PARAPHARMA,252000,0,Non,0,45017
9222140,VIP BABY JUNIOR 411-25KG,,VIP BABY JUNIOR 411-25KG,PARAPHARMA,PARAPHARMA,60000,0,Non,0,43831
VIPB003,VIP BABY MAXI COUCHE BEBE,,VIP BABY MAXI COUCHE BEBE,PARAPHARMA,PARAPHARMA,60000,35000,Non,0,41539
VIPB002,VIP BABY MIDI COUCHE BEBE,,VIP BABY MIDI COUCHE BEBE,PARAPHARMA,PARAPHARMA,60000,35000,Non,0,41539
VIPB001,VIP BABY MINI COUCHE BEBE,,VIP BABY MINI COUCHE BEBE,PARAPHARMA,PARAPHARMA,60000,35000,Non,0,43831
3810242,VITAMINE E LAIT,,VITAMINE E LAIT,PARAPHARMA,PARAPHARMA,30000,0,Non,0,43831
500500,VIVACHEK INO APARIEL,,VIVACHEK INO APARIEL,PARAPHARMA,PARAPHARMA,350000,0,Non,0,44805
500501,VIVACHEK INO BANDELETTE,,VIVACHEK INO BANDELETTE,PARAPHARMA,PARAPHARMA,125000,0,Non,0,44805
ONET001,WELEDA TISANE ALLAITEMENT,,WELEDA TISANE ALLAITEMENT,PARAPHARMA,PARAPHARMA,50000,0,Non,0,47696
XGAI001,XGAIN GEL,,XGAIN GEL,PARAPHARMA,PARAPHARMA,108000,0,Non,0,44927
