Code,Nom,DCI,Marque,Categorie,Forme,Prix Vente,Prix Achat,Rx,Quantite,Peremption
PN0321,Ibuprofene 400mg BGR cp,,,Autre,Comprime,0,0,Non,0,
PN0322,Imodium cp,,,Autre,Comprime,0,0,Non,7,
PN0323,Ideos cp,,,Autre,Comprime,0,0,Non,0,
PN0324,Imox cp,,,Autre,Comprime,0,0,Non,9,
PN0325,Ibex cp,,,Autre,Comprime,0,0,Non,10,
PN0326,Ibuprofene Denk 600mg cp,,,Autre,Comprime,0,0,Non,0,
PN0327,Inercef 100 cp,,,Autre,Comprime,0,0,Non,0,
PN0328,Intercef 200 cp,,,Autre,Comprime,0,0,Non,1,
PN0329,Imuclav 1g cp,,,Autre,Comprime,0,0,Non,0,
PN0330,Joint Active cp,,,Autre,Comprime,0,0,Non,1,
PN0331,Joyclav 1g cp,,,Autre,Comprime,0,0,Non,0,
PN0332,Jespere 50mg cp,,,Autre,Comprime,0,0,Non,2,
PN0333,Ketoprofen GH 100mg cp,,,Autre,Comprime,0,0,Non,0,
PN0334,Ketoprofen LP 100mg cp,,,Autre,Comprime,0,0,Non,0,
PN0335,Kinafon cp,,,Autre,Comprime,0,0,Non,0,
PN0336,Kilmol cp,,,Autre,Comprime,0,0,Non,1,
PN0337,Kinal Codeïne cp,,,Autre,Comprime,0,0,Non,0,
PN0338,Kaleorid CP 600mg cp,,,Autre,Comprime,0,0,Non,0,
PN0339,Klipal 300mg cp,,,Autre,Comprime,0,0,Non,14,
PN0340,Klipal 600mg cp,,,Autre,Comprime,0,0,Non,10,
PN0341,Lansocap cp,,,Autre,Comprime,0,0,Non,0,
PN0342,Laritem 20/120 cp,,,Autre,Comprime,0,0,Non,1,
PN0343,Laritem 40/240 cp,,,Autre,Comprime,0,0,Non,2,
PN0344,Laritem 80/480 cp,,,Autre,Comprime,0,0,Non,2,
PN0345,Laroscorbine B/10 cp,,,Autre,Comprime,0,0,Non,0,
PN0346,Laroscorbine B/30 cp,,,Autre,Comprime,0,0,Non,0,
PN0347,Lasilix 40mg cp,,,Autre,Comprime,0,0,Non,1,
PN0348,Lerin cp,,,Autre,Comprime,0,0,Non,1,
PN0349,Libertex cp,,,Autre,Comprime,0,0,Non,10,
PN0350,Lodoz 5/6.25mg cp,,,Autre,Comprime,0,0,Non,0,
PN0351,Lodoz 10/6.25mg cp,,,Autre,Comprime,0,0,Non,1,
PN0352,Lolip 10mg cp,,,Autre,Comprime,0,0,Non,0,
PN0353,Lufamet DS cp,,,Autre,Comprime,0,0,Non,2,
PN0354,Lutenyl 5mg cp,,,Autre,Comprime,0,0,Non,0,
PN0355,Lumiter DS cp,,,Autre,Comprime,0,0,Non,3,
PN0356,Lufanter 40mg B/12 cp,,,Autre,Comprime,0,0,Non,1,
PN0357,Lufanter disp 20/120mg cp,,,Autre,Comprime,0,0,Non,0,
PN0358,Lyso 6 cp,,,Autre,Comprime,0,0,Non,1,
PN0359,Meteoxane cp,,,Autre,Comprime,0,0,Non,0,
PN0360,Melex cp,,,Autre,Comprime,0,0,Non,2,
PN0361,Metformine 500mg BGR cp,,,Autre,Comprime,0,0,Non,4,
PN0362,Metformine 850mg BGR cp,,,Autre,Comprime,0,0,Non,4,
PN0363,Metformine 1000mg BGR cp,,,Autre,Comprime,0,0,Non,3,
PN0364,Metformine Denk 500mg cp,,,Autre,Comprime,0,0,Non,2,
PN0365,Metformine Denk 850mg cp,,,Autre,Comprime,0,0,Non,6,
PN0366,Metformine Denk 1000mg cp,,,Autre,Comprime,0,0,Non,2,
PN0367,Meteospasmyl cp,,,Autre,Comprime,0,0,Non,3,
PN0368,Macromax cp,,,Autre,Comprime,0,0,Non,1,
PN0369,Malacure 20/120 B/6 cp,,,Autre,Comprime,0,0,Non,0,
PN0370,Malacure 40/360 B/12 cp,,,Autre,Comprime,0,0,Non,0,
PN0371,Malacure 40/320 B/9 cp,,,Autre,Comprime,0,0,Non,0,
PN0372,Magnesium Marin Forte cp,,,Autre,Comprime,0,0,Non,1,
PN0373,Migretil cp,,,Autre,Comprime,0,0,Non,2,
PN0374,Myocalm cp,,,Autre,Comprime,0,0,Non,3,
PN0375,Misodia cp,,,Autre,Comprime,0,0,Non,5,
PN0376,Neurodol cp,,,Autre,Comprime,0,0,Non,0,
PN0377,Naturex pastille cp,,,Autre,Comprime,0,0,Non,0,
PN0378,Natrixam 1.5/5mg cp,,,Autre,Comprime,0,0,Non,0,
PN0379,Natrixam 1.5/10mg cp,,,Autre,Comprime,0,0,Non,1,
PN0380,Nauselium cp,,,Autre,Comprime,0,0,Non,3,
PN0381,Neurocobal cp,,,Autre,Comprime,0,0,Non,10,
PN0382,Neural 150mg cp,,,Autre,Comprime,0,0,Non,0,
PN0383,Neural 75mg cp,,,Autre,Comprime,0,0,Non,2,
PN0384,Nidazol 250mg cp,,,Autre,Comprime,0,0,Non,5,
PN0385,Nidazol 500mg cp,,,Autre,Comprime,0,0,Non,2,
PN0386,Neurobion cp,,,Autre,Comprime,0,0,Non,1,
PN0387,Neagyl 80mg cp,,,Autre,Comprime,0,0,Non,0,
PN0388,Nifluril cp,,,Autre,Comprime,0,0,Non,3,
PN0389,Nucleo CMP forte cp,,,Autre,Comprime,0,0,Non,2,
PN0390,Norfen 400mg cp,,,Autre,Comprime,0,0,Non,2,
PN0391,Norflozole cp,,,Autre,Comprime,0,0,Non,2,
PN0392,Norlevo cp,,,Autre,Comprime,0,0,Non,7,
PN0393,Neurogil 75mg cp,,,Autre,Comprime,0,0,Non,1,
PN0394,Nortens forte cp,,,Autre,Comprime,0,0,Non,3,
PN0395,Nortens plus cp,,,Autre,Comprime,0,0,Non,3,
PN0396,Nospa 40mg cp,,,Autre,Comprime,0,0,Non,2,
PN0397,Novalgin cp,,,Autre,Comprime,0,0,Non,2,
PN0398,Omiz B/14 cp,,,Autre,Comprime,0,0,Non,1,
PN0399,Omiz B/28 cp,,,Autre,Comprime,0,0,Non,2,
PN0400,Oflocine cp,,,Autre,Comprime,0,0,Non,0,
PN0401,Oflocet 200mg cp,,,Autre,Comprime,0,0,Non,3,
PN0402,Oflomac 200mg cp,,,Autre,Comprime,0,0,Non,1,
PN0403,Oflomac 400mg cp,,,Autre,Comprime,0,0,Non,1,
PN0404,Oflor cp,,,Autre,Comprime,0,0,Non,3,
PN0405,Omeprazol BGR B/14 cp,,,Autre,Comprime,0,0,Non,3,
PN0406,Omeprazol BGR B/28 cp,,,Autre,Comprime,0,0,Non,2,
PN0407,Oroperydis cp,,,Autre,Comprime,0,0,Non,4,
PN0408,Oedes B/14 cp,,,Autre,Comprime,0,0,Non,2,
PN0409,Oedes B/28 cp,,,Autre,Comprime,0,0,Non,1,
PN0410,Ospen 1M.U.I cp,,,Autre,Comprime,0,0,Non,7,
PN0411,Oramid cp,,,Autre,Comprime,0,0,Non,6,
PN0412,Ospamox 500mg cp,,,Autre,Comprime,0,0,Non,0,
PN0413,Ospamox 1g cp,,,Autre,Comprime,0,0,Non,2,
PN0414,Oxyboldine cp,,,Autre,Comprime,0,0,Non,3,
PN0415,Ocuguard cp,,,Autre,Comprime,0,0,Non,0,
PN0416,Oziben 100mg cp,,,Autre,Comprime,0,0,Non,0,
PN0417,Oziben 500mg cp,,,Autre,Comprime,0,0,Non,0,
PN0418,Palumil Adulte cp,,,Autre,Comprime,0,0,Non,2,
PN0419,Palucure 20/120 cp,,,Autre,Comprime,0,0,Non,0,
PN0420,Palacure 40/240 cp,,,Autre,Comprime,0,0,Non,0,
PN0421,Papofer cp,,,Autre,Comprime,0,0,Non,2,
PN0422,Prazol B/14 cp,,,Autre,Comprime,0,0,Non,1,
PN0423,Prazol B/28 cp,,,Autre,Comprime,0,0,Non,1,
PN0424,Panto Denk 20mg cp,,,Autre,Comprime,0,0,Non,3,
PN0425,Panto Denk 40mg cp,,,Autre,Comprime,0,0,Non,2,
PN0426,Panadol Advance cp,,,Autre,Comprime,0,0,Non,11,
PN0427,Panadol Extra cp,,,Autre,Comprime,0,0,Non,0,
PN0428,Panalgic cp,,,Autre,Comprime,0,0,Non,1,
PN0429,Caplin Painex B/10mg cp,,,Autre,Comprime,0,0,Non,3,
PN0430,Caplin Painex B/30mg cp,,,Autre,Comprime,0,0,Non,0,
PN0431,Paraco Denk cp,,,Autre,Comprime,0,0,Non,6,
PN0432,Pidex cp,,,Autre,Comprime,0,0,Non,0,
PN0433,Pill 72 cp,,,Autre,Comprime,0,0,Non,5,
PN0434,Perispasm cp,,,Autre,Comprime,0,0,Non,0,
PN0435,Phenergan cp,,,Autre,Comprime,0,0,Non,20,
PN0436,Preventacare F cp,,,Autre,Comprime,0,0,Non,0,
PN0437,Plencoxib 200mg cp,,,Autre,Comprime,0,0,Non,1,
PN0438,Predni 20mg cp,,,Autre,Comprime,0,0,Non,6,
PN0439,Prenatal Denk cp,,,Autre,Comprime,0,0,Non,1,
PN0440,Prenatal + DHA cp,,,Autre,Comprime,0,0,Non,1,
PN0441,Principe B fort cp,,,Autre,Comprime,0,0,Non,0,
PN0442,Profiz forte cp,,,Autre,Comprime,0,0,Non,0,
PN0443,Primalan 10mg cp,,,Autre,Comprime,0,0,Non,0,
PN0444,Primalan 5mg cp,,,Autre,Comprime,0,0,Non,3,
PN0445,Plufentrine 80mg cp,,,Autre,Comprime,0,0,Non,2,
PN0446,Profenil cp,,,Autre,Comprime,0,0,Non,0,
PN0447,Protec pill cp,,,Autre,Comprime,0,0,Non,4,
PN0448,Propofan cp,,,Autre,Comprime,0,0,Non,2,
PN0449,Profenol cp,,,Autre,Comprime,0,0,Non,1,
PN0450,Prokefen 100 mg cp,,,Autre,Comprime,0,0,Non,0,
PN0451,Quinex 300mg cp,,,Autre,Comprime,0,0,Non,0,
PN0452,Neurgab 150,,,Autre,Comprime,0,0,Non,0,
PN0453,Plaucure 80/,,,Autre,Comprime,0,0,Non,0,
PN0454,Rabeloc cp,,,Autre,Comprime,0,0,Non,0,
PN0455,Ramithiazide 10/12.5mg cp,,,Autre,Comprime,0,0,Non,0,
PN0456,Ramithiazide10/25mg cp,,,Autre,Comprime,0,0,Non,0,
PN0457,Ramithiazide 5/12.5mg cp,,,Autre,Comprime,0,0,Non,0,
PN0458,Ranferon cp,,,Autre,Comprime,0,0,Non,0,
PN0459,Rapiclav 1g cp,,,Autre,Comprime,0,0,Non,0,
PN0460,Regulix 10mg cp,,,Autre,Comprime,0,0,Non,0,
PN0461,Regulix 80 mg,,,Autre,Comprime,0,0,Non,0,
PN0462,Rejuvenex cp,,,Autre,Comprime,0,0,Non,0,
PN0463,Renerve P cp,,,Autre,Comprime,0,0,Non,0,
PN0464,Renerve Plus cp,,,Autre,Comprime,0,0,Non,0,
PN0465,Restriva cp,,,Autre,Comprime,0,0,Non,0,
PN0466,Ribatran cp,,,Autre,Comprime,0,0,Non,0,
PN0467,Richfer cp,,,Autre,Comprime,0,0,Non,0,
PN0468,Rinialer cp,,,Autre,Comprime,0,0,Non,0,
PN0469,R lume 40mg cp,,,Autre,Comprime,0,0,Non,0,
PN0470,R lume 80mg cp,,,Autre,Comprime,0,0,Non,0,
PN0471,Roipar 1g cp,,,Autre,Comprime,0,0,Non,0,
PN0472,Roipar 500mg cp,,,Autre,Comprime,0,0,Non,0,
PN0473,Roipar plus cp,,,Autre,Comprime,0,0,Non,0,
PN0474,Rhumadol cp,,,Autre,Comprime,0,0,Non,0,
PN0475,Stopadol cp,,,Autre,Comprime,0,0,Non,0,
PN0476,Rovamycine 3M.U.I cp,,,Autre,Comprime,0,0,Non,0,
PN0477,Rovamycine 1M.U.I cp,,,Autre,Comprime,0,0,Non,0,
PN0478,Runn P cp,,,Autre,Comprime,0,0,Non,0,
PN0479,Rox-mycin cp,,,Autre,Comprime,0,0,Non,0,
PN0480,Safex cp,,,Autre,Comprime,0,0,Non,0,
PN0481,Sekalgic cp,,,Autre,Comprime,0,0,Non,0,
PN0482,Sedaspir cp,,,Autre,Comprime,0,0,Non,0,
PN0483,Sidenafil BGR 100mg cp,,,Autre,Comprime,0,0,Non,0,
PN0484,Sitrus SR cp,,,Autre,Comprime,0,0,Non,0,
PN0485,Spasfon cp,,,Autre,Comprime,0,0,Non,0,
PN0486,Spasmarix 40mg cp,,,Autre,Comprime,0,0,Non,0,
PN0487,Spasmarix 80mg cp,,,Autre,Comprime,0,0,Non,0,
PN0488,Spasmo-apotel cp,,,Autre,Comprime,0,0,Non,0,
PN0489,Spasmocalm cp,,,Autre,Comprime,0,0,Non,0,
PN0490,Spasmosyl cp,,,Autre,Comprime,0,0,Non,0,
PN0491,Spasmotroy 40mg cp,,,Autre,Comprime,0,0,Non,0,
PN0492,Spasmotroy 80mg cp,,,Autre,Comprime,0,0,Non,0,
PN0493,Shibudal cp,,,Autre,Comprime,0,0,Non,0,
PN0494,stresam cp,,,Autre,Comprime,0,0,Non,0,
PN0495,Sufix 200mg cp,,,Autre,Comprime,0,0,Non,0,
PN0496,Sufix 400mg cp,,,Autre,Comprime,0,0,Non,0,
PN0497,Sulfobactam 250mg cp,,,Autre,Comprime,0,0,Non,0,
PN0498,Sulfobactam 500mg cp,,,Autre,Comprime,0,0,Non,0,
PN0499,Surgam 100mg cp,,,Autre,Comprime,0,0,Non,0,
PN0500,Surgam 200mg cp,,,Autre,Comprime,0,0,Non,0,
PN0501,Tanakan cp,,,Autre,Comprime,0,0,Non,0,
PN0502,Tanganil cp,,,Autre,Comprime,0,0,Non,0,
PN0503,Tardyferon 80mg cp,,,Autre,Comprime,0,0,Non,0,
PN0504,Tardyferon B/9 cp,,,Autre,Comprime,0,0,Non,0,
PN0505,T-dol Rapid cp,,,Autre,Comprime,0,0,Non,0,
PN0506,T-dol P Rapid cp,,,Autre,Comprime,0,0,Non,0,
PN0507,Tegretol 200mg cp,,,Autre,Comprime,0,0,Non,0,
PN0508,Tegretol LP 200mg cp,,,Autre,Comprime,0,0,Non,0,
PN0509,Tegretol LP 400mg cp,,,Autre,Comprime,0,0,Non,0,
PN0510,Tensiodip 5mg cp,,,Autre,Comprime,0,0,Non,0,
PN0511,Tensiodip 10mg cp,,,Autre,Comprime,0,0,Non,0,
PN0512,Ticasse 500mg cp,,,Autre,Comprime,0,0,Non,0,
PN0513,Ticasse 1g cp,,,Autre,Comprime,0,0,Non,0,
PN0514,Tensionorme cp,,,Autre,Comprime,0,0,Non,0,
PN0515,T-fer cp,,,Autre,Comprime,0,0,Non,0,
PN0516,Thiobactin 500mg cp,,,Autre,Comprime,0,0,Non,0,
PN0517,Tinazol cp,,,Autre,Comprime,0,0,Non,0,
PN0518,Toco 500mg cp,,,Autre,Comprime,0,0,Non,0,
PN0519,Tocfim 200mg DT cp,,,Autre,Comprime,0,0,Non,0,
PN0520,Traclav 1g cp,,,Autre,Comprime,0,0,Non,0,
PN0521,Top-3 kit cp,,,Autre,Comprime,0,0,Non,0,
PN0522,Tracedol cp,,,Autre,Comprime,0,0,Non,0,
PN0523,Tramadol 50mg cp,,,Autre,Comprime,0,0,Non,0,
PN0524,Tremadol cp,,,Autre,Comprime,0,0,Non,0,
PN0525,Tricef 400mg cp,,,Autre,Comprime,0,0,Non,0,
PN0526,Triafene cp,,,Autre,Comprime,0,0,Non,0,
PN0527,Trialgic cp,,,Autre,Comprime,0,0,Non,0,
PN0528,Troycal cp,,,Autre,Comprime,0,0,Non,0,
PN0529,Trifene 200mg cp,,,Autre,Comprime,0,0,Non,0,
PN0530,Trifene 400mg cp,,,Autre,Comprime,0,0,Non,0,
PN0531,Triazide 5/25mg cp,,,Autre,Comprime,0,0,Non,0,
PN0532,Triazide 10/12.5mg cp,,,Autre,Comprime,0,0,Non,0,
PN0533,Triazide 10/25mg cp,,,Autre,Comprime,0,0,Non,0,
PN0534,Vitamine C Upsa cp,,,Autre,Comprime,0,0,Non,0,
PN0535,Vik vit C cp,,,Autre,Comprime,0,0,Non,0,
PN0536,Utrogestan 100mg cp,,,Autre,Comprime,0,0,Non,0,
PN0537,Utrogestan 200mg cp,,,Autre,Comprime,0,0,Non,0,
PN0538,Urbanyl 10mg cp,,,Autre,Comprime,0,0,Non,0,
PN0539,Vastarel 35mg cp,,,Autre,Comprime,0,0,Non,0,
PN0540,Vermox 100mg cp,,,Autre,Comprime,0,0,Non,0,
PN0541,Vermox 500mg cp,,,Autre,Comprime,0,0,Non,0,
PN0542,Verrex 500mg cp,,,Autre,Comprime,0,0,Non,0,
PN0543,Verzol 500mg cp,,,Autre,Comprime,0,0,Non,0,
PN0544,Vicombil cp,,,Autre,Comprime,0,0,Non,0,
PN0545,Vitamine C Galenica B/10 cp,,,Autre,Comprime,0,0,Non,0,
PN0546,Vitamine C Galenica B/20 cp,,,Autre,Comprime,0,0,Non,0,
PN0547,Vivagest cp,,,Autre,Comprime,0,0,Non,0,
PN0548,Visceralgine cp,,,Autre,Comprime,0,0,Non,0,
PN0549,Versino cp,,,Autre,Comprime,0,0,Non,0,
PN0550,Vitafact cp,,,Autre,Comprime,0,0,Non,0,
PN0551,Vitamine E forte cp,,,Autre,Comprime,0,0,Non,0,
PN0552,Voltarene 5mg cp,,,Autre,Comprime,0,0,Non,0,
PN0553,Wormin 500mg cp,,,Autre,Comprime,0,0,Non,0,
PN0554,Wormin 100mg cp,,,Autre,Comprime,0,0,Non,0,
PN0555,Xykaa 500mg cp,,,Autre,Comprime,0,0,Non,0,
PN0556,Xykaa 1g cp,,,Autre,Comprime,0,0,Non,0,
PN0557,Xerin cp,,,Autre,Comprime,0,0,Non,0,
PN0558,X-flux cp,,,Autre,Comprime,0,0,Non,0,
PN0559,Zamudol LP 100mg cp,,,Autre,Comprime,0,0,Non,0,
PN0560,Zentel 400mg cp,,,Autre,Comprime,0,0,Non,0,
PN0561,Zerodol P cp,,,Autre,Comprime,0,0,Non,0,
PN0562,Zerodol CR cp,,,Autre,Comprime,0,0,Non,0,
PN0563,Zyloric 100mg cp,,,Autre,Comprime,0,0,Non,0,
PN0564,Zyloric 200mg cp,,,Autre,Comprime,0,0,Non,0,
PN0565,Zyloric 300mg cp,,,Autre,Comprime,0,0,Non,0,
PN0566,Zocin cp,,,Autre,Comprime,0,0,Non,0,
PN0567,Aclav 1g B/12 Sh,,,Autre,Comprime,0,0,Non,0,
PN0568,Aclav 1g B/16 Sh,,,Autre,Comprime,0,0,Non,0,
PN0569,Aclav 500mg B/12 Sh,,,Autre,Comprime,0,0,Non,0,
PN0570,Aclav 500mg B/16 Sh,,,Autre,Comprime,0,0,Non,0,
PN0571,Alfamox 1g Sh,,,Autre,Comprime,0,0,Non,0,
PN0572,Alfamox 500mg Sh,,,Autre,Comprime,0,0,Non,0,
PN0573,Almax Forte Sh,,,Autre,Comprime,0,0,Non,0,
PN0574,Amfocin Sh 1g,,,Autre,Comprime,0,0,Non,0,
PN0575,Amoxiclav 1g Sh B/8,,,Autre,Comprime,0,0,Non,0,
PN0576,Amoxiclav 1g Sh B/12,,,Autre,Comprime,0,0,Non,0,
PN0577,Aspegic 100mg Sh,,,Autre,Comprime,0,0,Non,0,
PN0578,Aspegic 250mg Sh,,,Autre,Comprime,0,0,Non,0,
PN0579,Aspegic 500mg Sh,,,Autre,Comprime,0,0,Non,0,
PN0580,Aspegic 1000mg Sh,,,Autre,Comprime,0,0,Non,0,
PN0581,Azithro 100mg Sh,,,Autre,Comprime,0,0,Non,0,
PN0582,Azithro 200mg Sh,,,Autre,Comprime,0,0,Non,0,
PN0583,Cefixidel 100mg Sh,,,Autre,Comprime,0,0,Non,0,
PN0584,Creaclav 1g Sh,,,Autre,Comprime,0,0,Non,0,
PN0585,Bedelix Sh,,,Autre,Comprime,0,0,Non,0,
PN0586,Biotic plus B/14 Sh,,,Autre,Comprime,0,0,Non,0,
PN0587,Biotic plus B/24 Sh,,,Autre,Comprime,0,0,Non,0,
PN0588,Curam 1g B/12 Sh,,,Autre,Comprime,0,0,Non,0,
PN0589,Curam 1g B/24 Sh,,,Autre,Comprime,0,0,Non,0,
PN0590,Dolimex 200mg Sh,,,Autre,Comprime,0,0,Non,0,
PN0591,Dolimex 300mg Sh,,,Autre,Comprime,0,0,Non,0,
PN0592,Dolimex 500mg Sh,,,Autre,Comprime,0,0,Non,0,
PN0593,Dolimex 1g Sh,,,Autre,Comprime,0,0,Non,0,
PN0594,Doliprane 200mg Sh,,,Autre,Comprime,0,0,Non,0,
PN0595,Doliprane 300mg Sh,,,Autre,Comprime,0,0,Non,0,
PN0596,Efferalgan 500mg Sh,,,Autre,Comprime,0,0,Non,0,
PN0597,Fortans Sh,,,Autre,Comprime,0,0,Non,0,
PN0598,Duphalac Sh,,,Autre,Comprime,0,0,Non,0,
PN0599,Electrolyte Sh,,,Autre,Comprime,0,0,Non,0,
PN0600,Exomuc Sh,,,Autre,Comprime,0,0,Non,0,
PN0601,Fervex enf Sh,,,Autre,Comprime,0,0,Non,0,
PN0602,Fervex A/D Sh,,,Autre,Comprime,0,0,Non,0,
PN0603,Forlax B/10 Sh,,,Autre,Comprime,0,0,Non,0,
PN0604,Forlax B/20 Sh,,,Autre,Comprime,0,0,Non,0,
PN0605,Gaviscon Sh,,,Autre,Comprime,0,0,Non,0,
PN0606,Genclav 250mg Sh,,,Autre,Comprime,0,0,Non,0,
PN0607,Genclav 500mg Sh,,,Autre,Comprime,0,0,Non,0,
PN0608,Genclav 1g Sh,,,Autre,Comprime,0,0,Non,0,
PN0609,Immu C Sh,,,Autre,Comprime,0,0,Non,0,
PN0610,Immu Active Denk Sh,,,Autre,Comprime,0,0,Non,0,
PN0611,Kardegic 75mg Sh,,,Autre,Comprime,0,0,Non,0,
PN0612,Kardegic 160mg Sh,,,Autre,Comprime,0,0,Non,0,
PN0613,Lufanter 80 Sh,,,Autre,Comprime,0,0,Non,0,
PN0614,Mucomyst Sh,,,Autre,Comprime,0,0,Non,0,
PN0615,Maalox Sh,,,Autre,Comprime,0,0,Non,0,
PN0616,Magnes Active Denk Sh,,,Autre,Comprime,0,0,Non,0,
PN0617,Pepsane Sh,,,Autre,Comprime,0,0,Non,0,
PN0618,Peptex Sh,,,Autre,Comprime,0,0,Non,0,
PN0619,Rapidex Sh,,,Autre,Comprime,0,0,Non,0,
PN0620,Recharge Active Sh,,,Autre,Comprime,0,0,Non,0,
PN0621,Rinomicine Sh,,,Autre,Comprime,0,0,Non,0,
PN0622,Rinogrip Sh,,,Autre,Comprime,0,0,Non,0,
PN0623,Rhumadol ped Sh,,,Autre,Comprime,0,0,Non,0,
PN0624,S R O Zinc Sh,,,Autre,Comprime,0,0,Non,0,
PN0625,Saphir 1g B/12 Sh,,,Autre,Comprime,0,0,Non,0,
PN0626,Saphir 500mg Sh,,,Autre,Comprime,0,0,Non,0,
PN0627,Diosmectite Sh,,,Autre,Comprime,0,0,Non,0,
PN0628,Smecta B/10 Sh,,,Autre,Comprime,0,0,Non,0,
PN0629,Smecta B/20 Sh,,,Autre,Comprime,0,0,Non,0,
PN0630,Tiorfan enf Sh,,,Autre,Comprime,0,0,Non,0,
PN0631,Tributine Sh,,,Autre,Comprime,0,0,Non,0,
PN0632,Trebon 300 Sh,,,Autre,Comprime,0,0,Non,0,
PN0633,Trebon 600 Sh,,,Autre,Comprime,0,0,Non,0,
PN0634,Zamox 500mg Sh,,,Autre,Comprime,0,0,Non,0,
PN0635,Zamox 1g Sh B/12,,,Autre,Comprime,0,0,Non,0,
PN0636,Zamox 1g Sh B/16,,,Autre,Comprime,0,0,Non,0,
PN0637,Trofocard Max Sh,,,Autre,Comprime,0,0,Non,0,
PN0638,Ulcar 1g Sh,,,Autre,Comprime,0,0,Non,0,
PN0639,Vitamax Caffé B/10 Sh,,,Autre,Comprime,0,0,Non,0,
PN0640,Vitamax Miel B/10 Sh,,,Autre,Comprime,0,0,Non,0,
PN0641,Bioherb Sucré (Dr Secret) B/8 Sh,,,Autre,Comprime,0,0,Non,0,
PN0642,Bioherb Sans Sucre (Dr Secret) B/8 Sh,,,Autre,Comprime,0,0,Non,0,
PN0643,Dynamogene Amp/Buv,,,Autre,Comprime,0,0,Non,0,
PN0644,Mag 2 Amp/Buv,,,Autre,Comprime,0,0,Non,0,
PN0645,Magnoral Amp/Buv,,,Autre,Comprime,0,0,Non,0,
PN0646,Maximag Amp/Buv,,,Autre,Comprime,0,0,Non,0,
PN0647,Potenciator Amp/Buv,,,Autre,Comprime,0,0,Non,0,
PN0648,Revitalose A/B Amp/Buv,,,Autre,Comprime,0,0,Non,0,
PN0649,Rocmaline Amp/Buv,,,Autre,Comprime,0,0,Non,0,
PN0650,Sargenor C Amp/Buv,,,Autre,Comprime,0,0,Non,0,
PN0651,Stimol Amp/Buv,,,Autre,Comprime,0,0,Non,0,
PN0652,Tothema Amp/Buv,,,Autre,Comprime,0,0,Non,0,
PN0653,S R O Sh,,,Autre,Comprime,0,0,Non,0,
PN0654,Ac. Foliq creat B/100,,,Autre,Comprime,0,0,Non,0,
PN0655,Bora sipo pest,,,Autre,Comprime,0,0,Non,0,
PN0656,philco cipro pest,,,Autre,Comprime,0,0,Non,0,
PN0657,philco Metro pest,,,Autre,Comprime,0,0,Non,0,
PN0658,Metro udi 200 SB.,,,Autre,Comprime,0,0,Non,0,
PN0659,Medither inj B/6,,,Autre,Comprime,0,0,Non,0,
PN0660,Artesiane inj,,,Autre,Comprime,0,0,Non,4,
PN0661,"Atropine inj 0,5",,,Autre,Comprime,0,0,Non,0,
PN0662,Arthemeter Ubi inj B/10,,,Autre,Comprime,0,0,Non,0,
PN0663,Artesun 60 inj,,,Autre,Comprime,0,0,Non,13,
PN0664,Artesun 120 inj,,,Autre,Comprime,0,0,Non,14,
PN0665,Becozyme inj,,,Autre,Comprime,0,0,Non,0,
PN0666,Caplin Caprazole inj,,,Autre,Comprime,0,0,Non,10,
PN0667,Dipro inj,,,Autre,Comprime,0,0,Non,0,
PN0668,Diclo Denk 75mg inj,,,Autre,Comprime,0,0,Non,0,
PN0669,Ciplacef 1g inj,,,Autre,Comprime,0,0,Non,0,
PN0670,profenol 100mg inj,,,Autre,Comprime,0,0,Non,0,
PN0671,"dicacillile 1,2 inj",,,Autre,Comprime,0,0,Non,0,
PN0672,Dicacillile 2.4 inj,,,Autre,Comprime,0,0,Non,0,
PN0673,R-Lume inj,,,Autre,Comprime,0,0,Non,0,
PN0674,Dislep 25 inj,,,Autre,Comprime,0,0,Non,0,
PN0675,Diclofenac Ibu inj,,,Autre,Comprime,0,0,Non,239,
PN0676,Dycinone inj 250,,,Autre,Comprime,0,0,Non,17,
PN0677,Gastroject inj,,,Autre,Comprime,0,0,Non,3,
PN0678,Gynospan inj,,,Autre,Comprime,0,0,Non,0,
PN0679,lidocaine inj,,,Autre,Comprime,0,0,Non,0,
PN0680,Osikort 40mg inj,,,Autre,Comprime,0,0,Non,9,
PN0681,lerin inj,,,Autre,Comprime,0,0,Non,0,
PN0682,Felden inj,,,Autre,Comprime,0,0,Non,0,
PN0683,Prokefen inj,,,Autre,Comprime,0,0,Non,11,
PN0684,Cefezone inj 1g,,,Autre,Comprime,0,0,Non,13,
PN0685,Onecef 1g inj,,,Autre,Comprime,0,0,Non,0,
PN0686,Pyocef 1g inj,,,Autre,Comprime,0,0,Non,25,
PN0687,"Sulbacef inf 1,5 g",,,Autre,Comprime,0,0,Non,0,
PN0688,Synergon inj,,,Autre,Comprime,0,0,Non,6,
PN0689,Rocephin 1g inj I4,,,Autre,Comprime,0,0,Non,0,
PN0690,Spasmo Apotel inj,,,Autre,Comprime,0,0,Non,0,
PN0691,Spasfon inj,,,Autre,Comprime,0,0,Non,0,
PN0692,Spasmosyl inj,,,Autre,Comprime,0,0,Non,0,
PN0693,Triam-Denk inj,,,Autre,Comprime,0,0,Non,46,
PN0694,Trabar 100 inj,,,Autre,Comprime,0,0,Non,39,
